Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Output
-1.0889,-1.2555,-1.0644,0.43649,0.35409,0.54485,1.2019,0.80289,1.9408,2.8461,-0.89614,0.36723,3.736,-0.015932
-1.0118,-1.2144,-1.0818,-0.17254,0.39375,1.2898,0.93927,0.69715,0.65452,0.47275,0.48407,-3.5593,-1.7512,0.040969
1.3256,0.60903,0.098717,0.43445,0.2184,0.3743,0.10557,-0.046959,-0.39308,-0.069304,-0.84926,-0.069137,-0.24387,-0.021623
-0.75064,-0.090708,-1.1114,-1.7691,-1.6631,-1.5663,-1.8428,-1.2234,-0.14476,-0.59801,-0.3545,-1.3734,3.1538,-0.0085352
-0.28691,-1.182,-1.1254,-0.86311,-0.114,0.66175,1.2593,1.4984,0.97772,-0.32292,-0.10134,-4.0103,-1.4174,0.001707
1.0778,0.42136,0.36573,-0.1102,0.52693,-0.18152,-0.35982,-0.32133,-0.082013,-0.75174,-0.53047,-0.019545,-1.0795,-0.18152
-0.30263,-0.41277,-0.25988,-0.34533,0.48479,0.32676,0.40583,0.39591,0.10077,-0.4806,0.26661,3.8185,-0.42575,0.020484
1.2185,1.5897,1.1161,-0.0081632,0.16246,0.17013,0.17736,-0.39745,-0.21663,-0.0076513,-0.25881,-0.24361,-2.9179,-0.021623
-0.84697,-0.6724,-0.31315,0.18657,0.54847,0.5939,1.6349,1.754,2.6256,2.6097,-0.95413,-3.34,-2.2419,-0.015932
-0.5273,0.081457,0.015372,-0.16386,0.21003,0.1083,-1.4238,-1.1284,-0.90187,-0.45629,1.2923,1.4941,0.52583,-0.043814
-1.2616,-1.9786,-1.5457,-0.43617,-0.22247,0.25749,-0.61014,1.0065,1.615,2.7268,0.17438,1.2211,4.1861,0.021054
0.58325,1.0452,0.33728,0.22011,0.54517,0.25956,-0.21945,-0.91291,-0.88722,-0.71125,-0.51306,-2.8841,3.4509,-0.15705
-0.70569,0.30441,-0.12823,-0.054595,-0.84507,-1.3078,-1.027,-1.4333,-1.0499,-0.57296,0.80702,-0.87118,2.9271,-0.68509
-0.52211,-0.45054,-1.0705,-0.64876,-0.19783,-0.17346,0.75223,0.001792,0.61037,-0.69841,-0.42361,1.2081,-0.21227,0.029589
1.9053,1.3907,1.0625,1.3146,1.6912,0.69181,0.62912,0.2683,0.33452,-0.41999,-0.67532,-3.316,-4.8734,-0.021054
-0.99926,-1.5464,-1.5422,-1.3319,-0.69939,-0.47261,-1.2521,-0.6945,-0.22585,0.33157,1.3509,2.4986,2.1516,-0.10584
1.2523,1.0347,0.17785,0.35335,1.2027,1.0768,0.69722,-0.0078393,-0.072606,-0.56865,-0.39203,-1.2894,-1.8869,-0.0085352
0.74937,0.022336,-0.1147,0.10931,0.49765,0.029296,-0.38762,-0.56034,-1.2072,-0.63786,-0.31768,-4.6216,0.18429,-0.001138
0.15866,-0.84841,-0.59368,-0.29445,0.13007,0.22421,0.97033,0.49091,0.2528,-0.35048,-0.76184,0.22735,-1.4028,-0.02333
1.5531,0.73977,0.5343,0.45164,0.94016,1.062,1.4038,0.87942,0.45911,-0.13884,0.045669,-0.74583,0.96454,-0.060315
-0.58544,-0.13015,-0.34475,-0.55873,-1.9039,-2.7811,-1.7846,-0.74801,0.1875,-0.10578,2.0311,4.8557,-3.7426,-0.82735
-1.6049,-1.2746,-1.3687,-0.94627,-1.1041,-0.80385,-1.2565,-0.44531,-0.20603,-0.60223,0.97869,1.1942,-0.71065,-1.5693
0.7275,0.78959,0.2481,0.53493,-0.27788,-0.49855,0.48722,0.50855,0.62214,-0.85373,-0.1722,-2.689,2.6115,-0.010811
1.3611,1.6348,1.643,2.6579,0.90661,1.4951,1.5764,1.1739,0.13261,0.53949,-3.2222,-5.2813,-5.3367,0.3397
1.2328,1.6073,1.2839,2.2579,1.9185,1.22,0.46642,-0.39272,0.062552,-0.21501,0.81694,1.8149,2.3931,0.33686
1.1364,1.0479,1.3196,1.7051,1.5641,0.46938,-0.34644,-1.1769,-1.7364,-0.88412,-0.77884,-2.1715,3.3427,-0.047228
1.6835,2.6074,3.0251,2.6266,1.5214,0.90244,1.1878,0.60527,-0.32773,-0.11147,-2.479,-4.5015,-6.2101,0.96301
0.94186,1.3668,1.1589,0.90229,0.45248,0.37126,0.034414,-0.39192,-0.99749,-0.60162,0.081837,2.6581,0.45546,0.05747
0.062704,-1.1102,-1.0679,-0.64352,-0.34579,0.45483,0.67824,0.15229,0.0087784,-0.54843,0.18403,0.79653,-1.481,-0.060315
0.043874,-0.42467,0.21977,0.069425,0.11227,-0.8491,-0.39277,-1.3724,-0.49224,-0.72234,0.69319,-1.3772,0.70537,-0.13486
0.097127,-0.6816,-0.048098,0.050556,0.2374,0.54446,-0.01492,-0.34691,-0.46274,-0.34478,0.3689,-0.39592,-0.30585,0.0068282
0.55717,0.86086,0.32982,-0.35121,-1.114,-0.72831,-0.14172,-0.45092,-0.26665,-0.027347,0.73848,2.6029,1.0387,0.0022761
-0.70954,0.30213,-0.41825,-0.5802,-0.29137,0.56987,1.2569,2.0403,0.056485,0.28401,0.090031,-1.5544,0.56763,0.061453
-0.31521,-0.85627,-0.65808,-0.8467,-1.0194,-0.4181,-0.86647,-0.79764,0.29065,-0.27733,0.90442,1.7445,-0.35282,-0.84271
1.6046,1.2817,1.3359,0.9107,1.5418,0.74333,-0.65349,-1.1492,-0.98578,-1.0811,-1.5546,-5.9454,-3.1022,-0.01707
-0.61881,-0.96142,-0.93817,0.080408,-0.073978,-0.0048934,0.359,0.1451,-0.10694,-0.11146,0.16718,4.4143,2.3347,-0.045521
-0.022858,-0.88007,-0.61603,-0.69944,-0.12237,-0.0021824,0.77758,0.22886,0.56443,-0.29681,-0.33469,-3.1368,0.13574,0
-0.6098,-0.6625,-0.38598,-0.42582,-0.3014,-0.73187,-0.66804,-1.1962,-0.90735,-1.1819,0.71443,5.4208,-4.9256,-0.0085352
-1.3117,-1.4155,-0.66388,-0.50454,0.24972,0.54771,1.4277,2.1964,2.9474,3.9887,-0.42397,0.18177,0.48707,0.023899
0.060274,-0.53152,-0.33225,-0.51343,-0.61501,0.13362,0.63385,0.75323,0.57504,0.0046161,-0.12197,-1.7013,1.6335,-0.039262
0.039694,-0.10558,-0.66997,-0.48789,-0.48768,-0.57102,-0.97802,-1.5079,-1.5715,-0.63497,0.97323,0.12935,3.6558,-0.4774
0.6397,0.12181,0.407,0.60332,0.27504,0.0021105,-0.0005598,-0.62577,-0.03805,-0.13768,-0.67815,-2.1612,2.6021,0.035848
0.056055,-1.0168,-0.82996,-0.6681,-1.2547,-1.0474,-1.5841,-1.3376,-0.83246,-0.22182,1.6171,3.094,1.4216,-0.57072
-0.27379,0.70612,0.85319,-0.76988,-1.561,-2.3528,-1.9058,-2.0296,-1.1042,-0.49632,1.4541,1.0292,5.1435,-0.64469
-0.12622,0.3633,0.060015,-0.90715,-1.6149,-1.2151,-0.71232,-0.39688,-0.37889,-0.43513,-0.20774,-0.71787,0.47392,-0.036417
0.81509,1.973,1.5828,0.81234,0.067753,-0.93136,-1.1355,0.37797,0.58622,0.16033,2.6632,0.97572,1.9521,-1.1585
1.3474,1.1449,1.9859,1.8463,1.5851,1.3162,0.079136,-0.31698,-0.3732,0.064291,-0.54573,-5.1173,-1.0655,0.15022
0.117,0.54594,-0.029774,-0.85163,-1.1093,-1.7565,-1.3824,-1.1902,0.26272,-0.40763,0.24815,0.71995,-2.5947,-0.46147
-1.4822,-0.9806,-1.0196,-0.56038,0.33707,0.33115,0.1159,0.68502,0.43509,0.089506,-0.10622,-0.79329,-0.44467,0.014794
0.2988,0.12179,0.10155,-0.26604,0.84765,-0.28558,-0.70668,-0.77712,-0.70914,-0.85263,0.3481,0.018787,-1.9185,-0.18721
0.22949,0.4262,-0.070915,-0.25785,0.32248,-0.2604,-0.84717,-0.6936,-1.1899,-0.9964,0.058353,-0.48739,3.729,-0.18095
0.1695,0.057179,-0.094549,0.30815,-0.072705,0.8711,0.34257,-0.097705,-0.65248,-0.49993,-0.18844,-2.0132,-4.2045,-0.0068282
-0.74968,-1.1564,-1.9041,-1.914,-1.0355,-0.77551,1.078,1.2981,-0.079369,0.40488,0.32203,-1.2864,-0.88974,0.022192
1.6373,2.2105,2.6687,2.728,2.4651,1.4709,-0.20569,-0.73859,-0.6558,-0.40928,-3.1202,-2.2658,-6.1018,0.96313
-0.006519,-0.73025,-0.45425,-0.54783,0.46872,-0.047034,0.84023,0.48827,0.28363,-0.50498,-0.093697,-0.22753,1.474,0
0.45684,-0.11603,-0.0097971,-0.074773,0.64546,0.51662,0.30925,-0.037633,0.030106,-0.11714,-0.46631,1.186,-0.39653,-0.02333
-0.23039,0.26258,0.77289,0.31626,0.30384,-0.26878,-1.3253,-0.65439,-0.7395,-0.47031,0.21618,-0.44672,0.124,-0.25321
0.57712,-0.20449,-0.78853,-0.19792,-0.42237,-0.30219,-0.42254,-0.90623,-0.11663,-0.6049,1.6405,-0.074127,0.25341,-0.7585
-1.7944,-1.9048,-1.2395,-0.31587,0.20651,1.113,1.1659,1.8683,3.7285,4.4092,-1.3177,-3.3342,1.4414,0.021623
0.79613,2.1448,1.3869,1.618,0.62317,0.016146,0.33327,0.81861,-0.32569,-0.50251,-1.9243,0.51491,-2.3166,0.7363
-0.68001,-0.42759,-0.040178,0.15615,0.99016,0.28742,0.59946,0.3809,0.23263,0.35044,-0.19474,-0.087031,-3.4511,0
-0.54562,-0.64406,-0.52868,-1.1391,-2.1506,-0.88816,-0.35753,-0.53328,-0.33519,0.048801,0.1108,1.1185,-2.3834,-0.036417
-1.1527,-1.1808,-0.92809,-0.97993,-0.40066,-0.32979,0.89254,0.99457,0.48781,-0.18018,0.84546,1.1378,-1.7036,0.040969
0.60394,1.2185,1.2489,0.69214,-0.82711,-1.3906,-1.4084,-1.5398,-0.51912,-0.13622,0.869,-3.1922,-0.66776,-0.044952
-1.511,-0.89801,-1.8146,-2.2393,-2.4614,-2.773,-2.2054,-0.93374,-0.42991,0.097608,1.9259,2.3982,-1.3086,-1.1016
-1.907,-2.5381,-2.2191,-2.1819,-1.3792,-0.39341,0.87776,2.2069,2.184,2.6391,0.077544,1.2153,-0.12933,0.021054
0.67923,0.47302,1.1363,0.40748,1.0809,0.47877,-0.1062,-0.26347,-0.19272,-0.080527,-1.4006,3.3309,0.53946,0
-1.0693,-0.76576,-1.0571,-1.161,-0.95571,-0.60074,-0.67071,-0.57903,-0.17648,-0.41339,1.3967,-1.5727,-0.28113,-0.78638
0.17935,0.027617,0.34233,0.39697,0.86569,0.84354,-0.46299,-1.0014,-1.2042,-0.23251,-0.57498,0.13223,-3.0393,0
-1.118,-0.83648,-1.0348,-0.80151,-0.20757,0.80483,0.8163,0.94069,1.4226,1.6211,-0.134,-1.5544,-2.2229,0.010811
-1.3816,-1.0295,-1.3856,-1.3651,-0.52434,0.57103,1.4384,2.0055,3.8269,4.099,-0.41595,1.4353,-1.1139,0.023899
2.0912,2.1087,2.439,2.2777,1.1335,1.6427,1.6909,1.5399,1.9342,0.051274,-2.8516,-4.9367,0.71996,0.48992
1.8204,2.3485,2.4115,2.1449,0.3624,-0.4948,0.6593,1.4776,1.988,0.57619,-2.4589,-3.2689,-4.3631,0.32548
-0.75899,0.33841,-0.29442,-0.45522,-0.97376,-1.6059,-1.1292,-0.96267,-0.59155,-0.19575,-0.35086,-5.9636,0.20905,-0.32832
0.63765,1.5332,0.86325,0.45187,0.59789,-0.19915,-1.1059,-1.3538,-1.6248,-0.66791,0.1154,3.7223,0.45625,-0.13656
-0.36603,-0.99025,-0.95453,-0.88776,-0.87177,-0.2497,0.91089,1.5738,0.47836,0.27196,-0.45527,-1.7565,-0.87903,-0.036417
2.6307,2.6104,2.5367,2.4756,1.8572,0.053157,0.98974,1.5764,1.1679,0.82901,-2.6028,-4.048,-4.539,0.48992
-0.83446,-0.4417,-0.88609,-0.43462,-0.4695,0.14379,1.3062,1.6006,0.90951,0.38579,-0.35546,3.774,-0.9739,0.001707
1.3081,1.2982,1.4353,1.4421,1.3564,0.032076,-0.25839,-0.071363,-0.67285,-0.16591,-1.8049,-1.9908,-1.2629,-0.053487
1.2945,0.90577,-0.13838,0.51838,1.0895,0.2247,0.45553,-0.88549,0.22921,-0.59621,-0.60427,-2.069,-1.9536,0
-0.26148,-0.96615,-1.1672,-1.4532,-0.97679,-1.0625,-1.5328,-0.8194,-0.065135,-0.17811,1.114,4.1285,-1.6294,-0.10584
0.080699,0.14422,-0.173,0.20783,0.021715,-0.33734,-0.10078,-0.92694,-0.2908,0.31673,-1.0854,-0.45411,-2.795,-0.0022761
0.068027,0.1875,0.30361,0.69609,0.54478,0.20165,-0.18798,-0.69223,-0.054403,-0.39903,-0.29202,0.63481,0.38182,-0.021623
0.56439,-0.086695,0.055945,-0.39029,0.099425,0.69868,-0.38721,-0.32284,-0.46391,-0.3895,-0.29169,1.3851,-4.001,0.01138
-2.2101,-2.2068,-1.6248,-0.28454,0.40485,0.73691,1.6009,2.0169,4.244,4.5538,-0.30856,0.11128,0.0064823,0.015363
-0.85246,-0.69836,-0.22747,0.15122,0.12887,0.68086,-0.35664,-0.17573,-0.59066,-0.055371,0.034969,3.2207,1.8421,0
0.13492,-1.0158,-0.271,-1.4687,-0.47678,0.12439,0.78406,0.020851,-1.026,-0.29816,-0.20746,-4.3931,1.928,0.043245
-1.0755,-1.288,0.041245,-0.673,-0.58683,0.81502,1.2355,2.3631,2.6791,2.1135,-0.37908,-0.95329,2.0529,-0.015932
-1.5156,-0.63548,-1.8804,-2.5707,-3.5985,-3.5575,-1.8325,-0.76386,0.17723,0.36138,2.0021,1.6018,-3.0132,-0.7033
-0.035811,-0.31215,-0.99658,-0.62002,-1.1839,-0.29989,-1.3871,-0.69126,-0.075977,-0.22688,1.3492,3.6565,1.1287,-0.10584
0.2186,-0.40981,-0.26249,0.17146,-0.20147,0.094294,0.032101,-0.35969,-0.084351,-0.33432,-0.064253,0.2338,0.12145,-0.0022761
-0.98561,0.057563,-0.87725,-0.81783,-0.74511,-1.298,-1.404,-0.777,-0.48094,0.10728,0.90208,6.1987,-0.71885,-0.74598
-0.35181,-0.055892,-0.47095,-1.3064,-1.1142,-1.3318,-0.99695,-0.89217,-0.38093,-0.57106,0.063406,1.7747,0.28769,-0.41823
-0.61074,-0.41227,-1.1325,-1.0672,-2.2542,-2.2966,-1.5553,-0.63359,0.25604,-0.14899,1.9522,2.4864,-0.43313,-1.2325
0.24902,0.71385,-0.020536,-0.021567,0.088684,0.20975,-1.0901,-1.9388,-1.3438,-0.76161,0.14855,-2.6288,2.5231,-0.1707
-0.37112,-0.070633,0.70944,0.58814,0.10709,0.29204,-1.9216,-1.1589,-1.0114,-0.29313,0.30599,2.4296,0.48552,-0.10697
0.99845,0.3349,0.50991,0.15424,0.97747,0.25088,0.81461,0.38238,-0.40452,-0.43772,-1.1327,-0.17097,0.13808,0.050073
1.0806,0.49724,-0.49643,-0.94122,-0.98062,-0.82283,0.052563,0.075313,-0.70627,-0.13413,0.35888,0.81195,-0.58848,-0.001138
0.77274,0.5891,-0.43036,-0.8203,-1.1212,-0.48252,-0.13132,-0.2497,0.91039,-0.40135,-0.25326,-1.8796,-1.3103,0.02902
-1.5806,-1.9012,-0.5772,-1.1188,0.48269,0.18719,1.0905,1.7407,3.6981,4.2118,-0.34186,-3.058,0.50572,0.015363
-0.48265,-0.80741,-0.47301,-0.36671,-0.19245,0.19768,0.19753,-0.13619,-0.52397,0.46893,-0.7376,-1.721,0.69687,-0.025037
-0.26677,-0.1277,-0.40918,-0.52731,-0.90006,-1.2634,0.24666,0.42333,0.75844,0.03531,-0.32838,-1.3124,2.8572,0.029589
1.3365,0.43544,0.42166,-0.029456,1.0226,0.96349,0.44281,-0.55681,-0.076006,-0.60219,-0.047284,2.9531,1.0464,-0.021054
-0.32236,-0.67588,-0.18517,-0.018183,-0.35949,-0.22083,0.79372,0.75519,-0.070016,-0.68964,-0.072518,-1.1398,0.42952,-0.045521
1.5149,0.71222,0.8831,0.57427,-0.11887,-0.45268,-0.40693,-0.44964,-0.26835,-1.2637,0.2516,4.292,1.9172,0.019915
0.29409,0.34682,0.85458,0.89959,0.46056,0.81993,-0.25627,0.49052,-0.22916,-0.22992,-1.3052,0.74401,-0.46271,0.0022761
-0.85771,-0.34487,-0.13665,-0.068014,0.042323,0.007985,-1.2579,-1.1787,-0.71592,-0.60898,0.62968,2.853,-2.1227,-0.13486
1.4181,1.5511,0.651,1.2306,1.117,0.98919,-0.02187,-0.48083,-0.20502,-0.71542,-0.99929,0.36711,-1.1348,0.077955
-1.4621,-1.4057,-2.0552,-2.4257,-3.0762,-3.228,-2.6703,-1.7456,-1.3085,-0.18685,2.4498,3.4736,-4.9333,-0.66233
0.59387,0.99198,0.26382,-0.49548,-1.0603,-1.1384,-1.6304,-1.1748,-1.0004,-0.37791,0.99106,-0.22743,2.5796,-0.18322
-1.0337,-0.84265,-1.283,-2.0116,-3.2616,-2.8653,-2.7322,-0.81405,-0.27107,0.1063,0.28503,2,-4.0838,-0.33686
0.13089,-0.44566,-0.61135,-0.24864,0.44158,-0.43128,-0.22601,-0.55409,0.19132,-0.223,-0.38901,1.5329,0.79061,0.014225
1.7515,1.8532,2.6708,3.2791,2.7247,1.8602,0.773,-0.18838,-0.93559,-0.55258,-2.443,-2.605,-6.8529,0.91658
-0.93199,-0.95956,-1.2753,-1.4116,-2.1009,-2.2298,-1.6778,-0.60497,0.09799,-0.25623,1.4961,5.453,0.45855,-0.68452
1.5885,0.91277,0.1928,0.016662,0.56488,0.97898,-0.023091,-0.95035,-0.37513,-0.58906,0.26343,-0.70727,0.89483,0.045521
1.2838,0.29448,0.044262,-0.01591,0.63113,0.42724,0.29127,-0.26504,0.066516,0.3797,-0.61538,-0.81212,0.67552,-0.0085352
0.085598,0.22134,-0.016112,0.47411,-0.04892,-0.20857,0.34236,0.25378,0.10334,-0.2857,0.56336,2.8654,-0.0038732,0.0068282
-0.21239,0.80089,0.63952,0.50577,-0.19504,0.1339,-0.89569,-1.4306,-0.94533,-0.33828,0.35974,-0.78698,-0.38096,-0.029589
0.63578,1.7519,0.74414,-0.24274,-0.50704,-0.95381,-0.63241,-0.65454,-1.2617,-0.85712,-1.128,-2.9627,-0.99461,-0.18777
1.4948,1.5633,2.3651,2.5721,2.5058,1.8692,0.32493,-0.50124,-0.97476,-0.12761,-2.6356,-2.729,-4.4709,0.72549
-0.76681,-0.48126,0.21933,-1.2659,-0.62869,-0.51687,2.4489,1.7317,0.88303,0.076029,0.57838,-1.6726,0.18362,-0.045521
-1.0648,-1.0447,-0.25698,-0.92667,-0.61096,-1.0452,-0.84304,-1.1852,-0.75636,-0.44019,1.3084,2.7817,-1.5723,-0.58779
0.80692,0.81875,2.2336,2.4137,1.4574,0.81825,0.23091,-0.66355,0.51714,0.088541,0.56003,0.97987,2.7245,0
0.69275,0.57942,0.39331,0.72464,1.1392,0.46973,0.4218,-0.15422,-0.78107,-0.78872,-0.48624,-1.1226,-1.5652,0.045521
1.4607,1.4964,1.3177,0.25814,-0.38056,-1.1207,-0.66556,-0.18633,-0.62873,0.42351,0.005397,2.1079,-3.1547,-0.18152
0.30856,-0.50335,0.20578,0.27919,0.42445,0.14257,-0.72432,-0.51289,-0.55242,-0.4112,-0.81875,2.1473,-1.9693,0
0.69163,1.3617,0.76981,0.34364,0.21889,-0.92327,-0.81748,0.075418,-0.43021,-0.71498,-1.2383,0.26499,-0.3628,-0.036417
1.0482,0.0026778,1.1535,1.086,1.0637,0.67996,-0.17497,-0.57865,-0.7814,-0.56952,-0.62559,-3.6812,-0.53991,-0.0022761
-1.5941,-1.2336,-0.79777,-0.43295,0.14455,0.66543,0.26504,0.45569,-0.0065937,1.7657,0.28707,0.73002,-1.4009,0.014794
-0.92044,-1.2076,-0.84838,-1.9556,-1.6047,-0.28494,1.563,2.4876,1.0424,-0.58846,0.83982,0.84941,-1.2626,0.0051211
0.42921,0.42425,0.478,0.54577,-0.37196,-1.206,-1.2358,-0.88566,-1.1348,-1.3381,0.8346,4.0281,-4.2448,-0.25321
0.26073,-0.12318,-0.056201,-0.31816,-0.13417,0.098927,-0.04295,-0.067978,-0.070504,0.29681,-0.20156,-1.4555,2.2152,-0.026175
-1.7564,-1.7893,-0.88307,-0.64709,0.40979,0.76119,0.96409,2.3506,3.1878,4.2343,0.32138,-2.2058,0.022021,-0.0022761
-0.67872,0.060087,-0.27795,0.67659,1.7325,1.6888,0.21487,-0.49343,-0.80986,-0.58034,-0.39496,1.2008,-0.55682,0.01138
-2.1678,-1.9967,-0.99987,-1.2,-0.95598,-0.05786,2.3694,3.6736,4.3441,3.6778,0.23281,-1.8799,-0.2393,-0.0022761
-0.7132,-1.2723,-1.2862,-0.6284,-0.35968,-0.55604,0.059593,-1.2002,-0.037778,-0.72712,1.4127,-1.7181,1.5337,-1.2723
0.87811,0.82785,0.99372,0.59754,0.63578,1.0346,-0.052091,-0.18691,0.18226,-0.81938,-0.13086,-1.976,-1.0327,0.019915
1.2848,0.67831,0.74348,0.81736,0.67892,0.49044,-0.86328,-0.75947,-0.59016,-0.24528,-0.36132,-1.7334,-1.2242,-0.035279
0.5688,-0.14514,-0.088126,-0.38094,0.15298,0.90537,0.5701,-0.23403,-0.24598,-0.85089,-0.39008,-0.80474,0.92273,0.0068282
0.19843,-0.13653,-0.15729,0.31217,0.7202,0.32944,0.22737,-0.19209,-0.29725,0.021993,-0.44101,7.3352,1.1224,0.042676
-0.24878,0.19306,-0.09448,-0.42536,-0.37971,-0.1529,-1.3023,-0.9579,-0.88116,-0.35389,1.2196,0.93433,-2.5072,-0.1707
-0.59045,-0.87934,-0.095947,-0.34362,-0.51723,0.62875,0.51576,0.65467,-0.16506,-0.28049,0.7707,3.8625,0.22975,0.06942
1.5724,2.0614,1.5673,1.9819,0.64335,0.8899,-0.25364,0.0018482,0.37485,0.016237,1.1835,-0.54752,1.7513,-0.64469
2.0745,1.1774,1.5031,1.691,1.3376,1.1402,0.027027,-0.71501,-0.96802,-0.75665,-1.665,1.178,-4.3631,-0.01707
1.7409,1.2361,1.5963,1.7713,1.3634,1.0984,0.35428,0.5095,-1.2826,-0.17433,-2.3153,-2.4421,-7.5872,-0.046659
1.0657,0.7674,0.85187,0.33762,0.29402,0.19499,-0.28791,-0.42692,-0.45143,-0.067833,0.45057,0.68436,0.84088,0.019915
-0.9836,0.32245,-0.099319,-0.92872,-1.6975,-1.8846,-1.3357,-0.81043,-0.20179,-0.5032,0.40089,-0.69915,1.0195,-0.32832
0.40835,-0.047223,0.061129,0.2655,-0.09621,0.9015,0.32167,0.16329,-0.32131,-0.73179,0.12576,-3.2108,0.21761,0.0068282
0.28651,0.16602,0.14054,0.44217,0.49987,-0.058898,-1.0653,-1.2484,-1.5907,-1.1797,1.2506,1.8708,-0.12734,-0.043814
0.038097,-0.26334,-0.42476,0.52986,0.54679,-0.083699,0.783,0.36434,-0.67986,-0.11768,0.12959,1.3338,2.0553,-0.045521
0.92911,0.71933,0.10497,-0.21668,-0.56089,-0.34121,0.50611,-0.25706,-0.63071,-1.1574,-0.31571,-1.1861,-2.5057,0.050073
-1.0954,-1.5326,-1.1745,-0.41055,0.57166,0.5796,0.37404,0.61833,1.8449,2.3119,-0.18592,-0.44156,1.2318,0.014794
1.6109,0.45178,0.42561,0.50312,0.14722,0.7811,0.87562,0.39433,-0.12028,-0.30578,-0.36196,-0.43259,2.6209,-0.0085352
-0.84731,-1.2371,-0.96416,-0.57457,-0.010382,0.084528,0.17181,0.20845,-0.087238,0.50724,-0.090854,-0.27218,0.062716,0.029589
0.79567,-0.028577,0.44162,0.77685,1.0534,0.84104,-0.19309,-0.72055,-0.18436,0.16083,-0.79693,-0.16074,2.0131,-0.021054
-0.52803,-0.20325,0.063665,0.36952,0.55337,0.41022,0.69833,0.45811,-0.10034,-0.18712,0.01655,-1.4783,-0.41284,0.001707
0.060278,0.37703,0.69184,0.90241,0.66673,0.30205,-1.4872,-1.2523,-1.3428,-1.0927,0.75378,4.3407,0.032592,-0.26687
