Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Output
-1.528,-1.4488,-1.1467,-0.96235,-0.30616,0.022705,0.94471,-0.15312,0.28711,2.1419,0.17788,-2.992,1.8976,-0.02444
-1.1457,-1.0044,-0.30657,-0.34098,0.79862,1.2991,1.6199,1.5225,2.2614,2.7942,-0.38994,-1.0118,1.9707,-0.44566
-0.50585,-1.1857,-0.8728,-0.71825,-0.098262,-0.15454,0.44335,0.82732,0.32184,-0.021237,-0.28099,-0.34028,0.4052,-0.06767
-1.4895,-0.61519,0.44162,-0.19482,0.027078,0.15048,1.5244,1.103,0.97573,1.6913,-0.52038,2.415,-1.5149,-0.81004
-0.71564,-0.76661,0.17128,0.75907,0.83758,0.16386,1.5826,1.0927,2.282,3.8104,-0.62373,-1.4452,3.553,0.21537
0.67551,0.13687,-0.70994,-0.14313,-0.076537,0.11177,0.45896,0.5074,0.11016,-0.21292,-0.52497,1.2274,-0.24443,0.0066791
1.4376,0.23215,-0.55038,0.08939,0.24381,-0.23901,-0.59703,-1.1628,-1.0557,-0.3509,1.7611,3.1962,1.6397,0.020452
0.76678,0.95334,0.018864,0.2936,0.14708,0.27086,-0.79114,-1.7196,-1.5999,-0.80022,0.36465,2.5556,-1.3433,0.12902
-0.41258,0.093136,0.18473,-0.13531,0.38431,0.59961,0.10044,-0.41263,-0.38746,-0.72391,-1.1056,-1.7008,-2.8024,0.43739
1.0937,1.6852,1.403,0.9609,0.6759,-0.9034,-0.27951,-0.64961,-0.53695,-0.68873,-1.9092,-1.4921,1.1486,0.77649
1.0231,0.19651,0.72568,0.46249,0.82956,0.83873,-0.13461,-0.40408,-0.17662,0.52418,-1.5543,-0.025767,-2.7891,0.043635
-0.4083,-0.35781,-1.0643,0.059384,0.25152,0.36854,0.65912,0.56394,-0.37523,0.38644,0.1032,-3.9568,2.1788,-0.37647
1.2248,1.6802,1.5708,1.306,1.5282,0.6353,0.10947,0.61433,-0.48592,-0.24433,0.51246,1.655,1.6089,0.39967
1.0051,1.0369,1.1999,0.67179,0.71758,1.408,-0.13047,-0.27072,-1.0316,-0.99758,-2.0906,-0.6643,-0.81945,0.65128
1.5174,1.4387,1.0206,1.3191,0.085623,1.5311,0.48539,-0.12433,0.30854,-0.27131,-1.5547,2.6349,-1.398,0.23704
-0.45355,-0.50611,-0.366,-0.27779,0.14565,0.073999,0.057303,0.2938,-0.47724,-1.1127,-0.47102,1.6994,2.9189,-0.84202
-1.3302,-0.71537,-0.2691,-0.22979,-1.0026,-0.52272,-0.0066196,0.6559,-0.088557,0.043801,0.55248,3.0709,0.77584,-0.44028
-1.0372,-0.041705,0.66058,1.1313,1.0253,1.0618,1.9441,1.4427,2.4677,2.693,-1.6178,-0.71063,-0.44108,0.21537
-0.081519,0.14705,-0.77003,0.10129,-0.42874,0.61538,-0.39868,-1.2149,-1.1999,-0.50232,0.58023,0.11674,1.1815,-0.040955
0.34836,0.045066,-0.24639,-0.8484,-0.13194,-0.67061,-1.4487,-1.2636,-1.5106,-0.71757,0.95347,2.0997,-0.5867,-0.052486
0.3762,0.55393,0.17314,-0.469,-0.94844,-1.194,-0.73356,0.10261,-0.1754,-0.8524,-0.07389,-0.6293,2.1317,-0.30486
0.24905,2.252,1.0951,-0.06295,-1.5138,-1.7307,-1.1313,-0.98757,-1.4071,-0.1403,2.2602,-0.45447,2.7144,0.030605
-0.58529,-0.90978,-1.2492,-1.6546,-1.1658,-0.58968,-0.56325,-0.50894,-0.6717,-0.41151,1.3141,-2.0282,1.1487,0.20551
0.90199,0.56692,-0.063831,0.52539,0.58209,0.36344,0.31834,-0.45727,-0.85714,-0.075881,-0.88346,-2.797,-1.4063,0.55718
-1.9828,-1.7251,-1.0603,-0.24282,0.20763,0.26368,0.45399,0.67491,0.24717,0.58515,-0.35048,1.4918,3.1949,-0.2031
-0.017282,0.17919,-0.32533,0.38742,-0.033774,-0.30506,-0.0080084,-0.078718,-0.58317,-0.48459,-0.54416,3.361,5.5845,-0.16176
-1.6486,-1.5771,-0.77971,-0.82232,0.17484,0.21902,1.3162,2.2576,2.9974,4.8263,0.15662,-1.7857,1.8628,-0.36342
0.34972,0.88866,0.22153,-0.33299,-0.62329,-1.8282,-2.3622,-1.9889,-1.3589,-0.63319,1.2822,2.6854,0.13782,0.27054
-2.0098,-2.0878,-1.8427,-1.0728,-1.0548,-1.3795,-0.28755,1.2293,1.4818,1.2819,1.666,-2.1944,-7.7948,-0.20331
1.0156,0.70175,0.61262,0.53884,0.31075,0.69805,0.10038,-0.22561,0.27434,-0.42992,-0.74072,-1.6448,1.8606,0
-0.74978,-0.81712,-0.70519,-0.063737,1.2512,1.0016,1.5112,1.1693,3.0824,3.6025,-1.2656,-5.3091,0.40871,0.51179
-0.54077,1.174,-1.9208,-4.2859,-4.0157,-3.7024,-2.7059,-0.66311,-0.71743,-0.55793,2.3446,0.93365,-1.7148,-0.16204
-0.13642,0.20549,0.20793,-0.19286,-1.3576,-2.0299,-2.2454,-1.8193,-1.5434,-0.10757,1.316,-0.054318,1.1079,0.12902
0.30197,1.0895,1.6019,1.2216,0.96958,0.73072,-0.13907,-0.84327,-1.1234,-0.67578,-0.10718,-2.3437,-2.0297,0.18021
1.3192,0.030702,-0.66378,-0.58213,-0.4997,-0.6594,-0.46252,-0.67202,-0.49588,-0.43027,0.92741,1.8849,-0.42918,0.24672
1.6583,1.8733,1.4596,2.6374,1.9098,1.6488,1.3129,0.56526,-0.46351,-0.12253,-0.87013,0.61438,-1.4018,0.90985
0.92145,0.80322,0.23516,-0.24343,0.60742,0.13226,-0.38907,-2.0026,-1.3035,-0.29684,0.68076,-1.1197,5.2659,-0.040955
0.0059235,1.0275,0.92911,0.00028677,-0.84309,-1.3581,-1.0745,-1.9191,-1.5578,-1.2675,0.85925,-0.25659,-0.95592,0.034897
-1.892,-0.85834,-1.3022,-0.61014,0.28083,0.21679,1.1172,-0.056034,0.75724,0.014822,0.089569,-2.6119,-0.4635,-0.23845
1.102,1.2319,0.6945,1.2365,0.98206,0.45793,0.90639,0.57498,-0.08261,-0.8705,-1.008,-1.0498,1.2598,0.58278
0.9438,1.9545,2.2007,1.5395,0.16318,-0.2618,-0.4692,-0.91701,-1.3555,-0.45827,0.5473,5.9057,-1.4241,0.055556
0.29689,0.097074,0.19877,0.11419,-0.4886,-0.87309,-0.85566,0.44919,0.10003,-1.1889,0.54766,1.0364,-3.4435,0.051752
-0.42541,-0.93823,-0.44488,-0.30558,-0.34612,-0.16238,0.4918,1.3419,-0.041792,-0.14844,-0.95023,-1.5058,-1.933,0.022131
0.54681,-0.12319,-1.0211,-0.48183,-0.69796,-0.47376,-1.3826,-1.3639,-1.1876,-0.35563,1.6299,2.697,-1.4424,0.40915
-0.49964,0.57462,0.82121,0.53241,0.60959,0.44805,0.38752,-1.1936,-1.1837,-0.65225,-0.27596,-1.7375,1.2669,0.38731
-1.3885,-0.54248,-0.7637,-1.4089,-1.1684,-1.3465,0.6383,1.3881,1.9698,-0.29735,0.63741,-1.5994,-3.284,-0.20006
-0.58546,-1.1798,-1.2139,-0.60273,0.12053,0.46266,0.71425,0.10795,0.30676,-0.43373,-0.37413,-1.6839,-2.5049,-0.97311
-0.84659,-0.59995,-1.0631,-1.0045,-0.72781,-0.20936,0.17309,0.59831,0.73376,0.40331,0.11047,1.1902,-2.2803,0
0.68037,0.70111,1.0213,0.58255,1.679,0.40568,-0.25308,-1.8465,-0.85118,-1.2306,-0.46792,-0.8091,-0.44351,0.45553
1.6654,0.59335,0.9129,1.3062,0.81236,0.89812,0.29253,-0.9369,-0.73723,-0.43399,-1.8844,-0.38255,-2.9665,-0.65416
1.2281,1.3084,1.8723,1.3788,0.38353,-0.29359,-1.1148,-1.4412,-1.2088,-1.0987,0.36114,2.3251,1.8303,0.66353
2.304,1.557,0.89704,1.6846,0.79644,1.3981,0.74646,0.3695,-0.56655,-0.54012,0.37903,-0.51841,1.1295,0.70742
1.5255,1.0509,1.8859,1.8959,0.96893,1.0078,-0.31622,-1.2342,-0.85652,-0.49565,-1.5413,0.57538,-1.9455,-0.66273
-0.14727,-0.99256,-0.68897,-1.1167,-0.39707,-0.073479,0.2112,0.35454,0.3717,-0.81405,-0.25472,-0.65036,-0.18605,-0.12573
-0.62599,0.06631,-0.070418,0.002125,0.53459,0.44133,1.0822,0.20799,0.36492,0.078502,-0.75601,-2.4198,-0.12166,-1.0104
-0.3801,0.080815,0.24878,1.4006,1.0362,1.1811,1.7164,1.6461,1.2644,1.8847,-0.89692,0.094424,-2.2757,-0.36014
1.2337,1.4908,1.5155,1.7249,1.1538,0.83373,0.30782,-1.3942,-0.46099,-0.49962,-1.7016,-3.6148,-4.3427,0.83948
-0.032785,0.33513,-0.046185,0.14651,0.2663,0.4459,-0.55649,-0.46519,-0.73815,0.18821,-0.78082,2.0322,1.9621,0.026726
1.346,1.7889,2.4535,1.3064,1.171,0.50801,-0.1327,-1.3912,-1.2096,-0.86047,-0.67023,0.52121,-0.39694,0.26355
-0.20579,0.59732,-0.14165,-0.83498,0.36756,0.054007,-0.41132,-0.70527,-1.2509,-1.2816,0.51777,3.2537,1.2739,0.069682
0.0050925,-0.9668,-1.957,-1.0628,-0.5853,-0.12432,-0.49957,0.88887,-0.14274,0.30274,-0.31664,-0.70968,-1.0787,0
1.7351,0.90379,1.2647,0.62477,1.4369,0.51995,0.19799,-0.39437,-0.83412,-1.2142,-1.6311,-0.36748,-3.637,-0.5964
-0.69559,-0.49357,-1.045,-1.3334,-1.4099,-0.62539,-0.64026,-0.84535,-0.91522,-0.69768,0.52736,2.834,0.99188,0.093032
-0.16289,-0.31324,-0.055632,-0.38738,-0.70414,0.10255,-0.5172,-0.5595,-0.8003,-0.8962,0.44751,-1.1739,0.65034,-0.55218
-0.53304,-0.18116,-0.43976,-0.24156,0.046774,0.27599,0.19446,-0.85863,-0.25483,-0.40238,-0.84696,-5.0762,1.367,0.071104
-0.096391,-0.20284,-0.76583,-0.60568,-0.43585,0.044426,-0.19746,-0.20301,-0.41798,-0.01606,-0.84116,-0.64616,1.7963,0.43985
-1.99,-0.79088,-0.63717,-0.1654,1.2582,1.2816,1.7485,1.5669,2.2775,3.3766,0.33629,0.038068,2.6246,-0.36342
-2.5296,-2.3699,-2.0932,-1.2577,-1.0073,0.48868,0.69924,-0.16955,0.66188,2.7328,0.58284,-4.8142,-0.097378,0.19093
0.4296,-0.74237,-0.12289,-0.025419,-0.11934,0.16024,0.14491,0.98372,0.36463,-0.25842,-0.85963,-1.6664,0.54329,-0.13963
-0.41904,-0.58759,-1.6901,-2.1131,-2.7408,-2.8903,-3.2264,-1.6451,-0.10481,-0.44954,2.8388,3.3147,-1.9979,0
2.1566,4.0693,3.0027,2.7622,1.25,-0.005015,1.4923,2.5598,1.3194,2.2307,-0.38227,-3.3928,-1.4808,0.59213
0.29006,-0.67506,-1.3519,-0.85928,-0.15897,-0.33396,-1.2715,-1.4658,-1.045,-1.2445,0.85171,6.1935,-0.51196,0
-0.61266,-0.65666,0.30886,-0.13936,-0.027722,-0.12279,0.49206,0.010849,0.41227,-0.47243,0.1016,1.0678,1.3839,0.39325
1.9206,1.3184,0.88029,1.9075,1.4268,1.5241,1.0146,-0.06102,-0.50428,0.13109,1.1752,1.5702,3.283,0.61611
-1.2172,-0.53986,0.11641,0.37467,0.7772,0.69612,1.125,0.88925,1.3958,1.4831,-1.0482,-0.021046,1.1575,-0.56904
1.2917,1.418,0.64098,1.3672,-0.70127,-0.8767,-0.80361,-0.2718,0.24887,-0.24465,2.0285,5.2667,0.32343,0.28535
-1.2504,-0.36631,-0.45811,0.38989,-0.36206,-0.19278,0.8964,2.6484,3.1057,3.6998,0.69454,1.3941,5.4119,-0.44566
0.9705,0.84168,0.67529,1.2205,0.56117,0.32819,-0.27427,-0.7766,-1.154,-1.0715,-0.15602,-2.0346,0.20471,0.59205
1.5239,1.3449,0.35064,-0.43695,-0.39413,-1.0652,-1.9791,-1.6367,-0.85852,-0.33991,1.823,-0.90247,2.7722,0.32122
-0.87371,-0.64763,-0.26666,-1.2522,-1.304,-1.0027,-0.18133,0.72304,0.70571,0.39433,0.16211,2.5878,-0.69042,0.052616
0.817,0.98311,0.27724,0.99658,0.19097,0.40929,-0.21302,-0.3644,-0.21545,-0.34061,-1.2705,-1.4831,-0.49655,-0.65416
1.6848,3.6806,0.79277,-0.7264,-0.13932,-1.1086,-1.0015,-0.82942,-0.014906,0.060931,0.68753,-1.9858,-0.71512,0
1.3694,2.3435,1.5362,-0.055506,-0.40366,-0.44346,-1.65,-1.0266,-0.28291,-0.40361,0.47867,2.1584,-0.7035,0.15441
1.8785,1.3766,1.2905,2.1001,1.8649,1.3824,0.73026,0.037198,-0.11352,-0.3764,0.68864,-0.45302,2.9268,0.35697
0.032308,0.61366,0.36053,-0.33739,-1.1191,-2.164,-2.129,-1.5581,-1.4897,-0.45679,1.2949,2.9172,-0.55013,0.34036
0.94045,0.33211,0.65673,0.62817,0.99135,0.67492,0.45902,0.24259,-0.60572,-0.51633,-0.70255,-0.21877,2.366,0.75724
-0.3722,0.17767,-0.85491,-1.0886,0.12093,-0.49406,-0.68981,-0.49665,-1.0697,-0.80678,0.72579,0.96674,-1.8928,-0.040955
1.6259,1.3882,1.7293,1.4025,1.1947,0.83757,0.45119,-0.81365,0.4102,-0.53532,-2.8407,-5.501,-4.3619,1
1.1588,2.1608,1.7986,1.9971,1.3662,1.0849,1.0666,0.21797,-0.16444,-0.63166,-2.3377,0.67813,-3.529,0.89632
-1.2798,-0.44507,-1.4945,-1.4354,-1.6661,-1.4202,-0.55443,0.4026,0.43432,0.20707,1.3508,2.3405,-2.426,0.051752
0.74614,0.84255,0.36033,0.42647,0.312,0.36484,0.57968,-0.27866,0.5408,-0.4882,-1.4878,0.16548,0.090921,0.41587
0.15016,0.71174,-0.054694,0.45704,0.80271,0.11134,0.0438,0.52595,-0.10374,-0.77477,-1.72,-5.5255,-1.7821,0.71117
-0.54408,-0.75575,-0.51171,-0.070676,0.3345,0.67094,0.58807,1.1971,0.42741,-0.13052,0.04315,0.19263,-0.51771,0.22237
0.87739,-0.37258,-1.0399,-0.70419,-0.53207,-0.1231,-0.48447,-0.64145,-0.58476,-0.30604,0.62568,6.1542,-1.5756,-0.59038
0.89776,0.90004,1.0922,0.71851,0.5376,0.79471,-0.29517,-0.99156,-0.88316,-1.0875,-0.27469,0.78415,0.33759,0.064134
0.0065973,-0.69315,0.46607,0.78913,1.3296,1.032,0.95424,1.1449,-0.20103,0.19309,0.29205,3.7891,-1.9026,0.3851
1.2689,1.1926,1.5986,0.88503,0.9165,0.9219,0.43429,-0.44234,0.023263,-0.69019,-1.7621,-4.3253,-2.4515,0.83948
0.2151,0.11043,1.1575,0.11114,0.94363,0.97167,0.10582,-0.98379,-0.60715,-0.47758,-0.92326,-1.6646,0.95736,0.25646
0.71246,-0.13618,-0.57108,-0.62802,-1.0934,-1.3434,-2.0911,-1.0919,-0.26913,-0.27699,0.91448,-3.6439,-2.5405,-0.33976
-2.0567,-1.4048,-0.74085,-0.82463,-0.59668,-0.31052,0.61512,1.0378,1.786,-0.064561,0.76372,-1.6588,-1.9324,0.20994
0.25788,0.59414,0.14447,0.69916,-0.13632,-0.37364,-0.1969,0.10693,-0.58641,0.14956,-0.95213,0.12809,1.1207,-0.030762
-0.34003,-0.61371,-0.65322,0.069629,0.23112,0.67676,0.78714,0.59639,0.79497,0.17757,0.027162,-0.52013,-2.8097,0
-0.95064,0.091497,0.66153,0.11784,1.2178,1.1351,0.70444,-0.57758,0.19233,-0.75671,-0.48345,1.468,1.0626,-0.56874
0.84986,0.81122,1.9624,1.6522,0.36571,0.15594,0.39599,-0.19838,-0.18778,-0.96962,-1.0268,2.1196,-2.2974,0.11946
0.46089,-0.43059,0.10955,-0.3407,0.54388,0.65844,-0.11282,0.11591,-0.43689,-0.13624,-0.95083,-0.051013,-2.8637,-0.4138
0.46489,1.0023,0.50489,0.31703,0.88947,0.35357,0.41603,-0.24081,-0.15583,-1.3303,-0.67656,-1.1835,0.48917,-0.41532
1.394,-0.51973,-0.31632,-0.55919,-0.42737,0.11405,-0.85623,-0.97322,-0.66829,-0.44754,0.11589,3.5693,-3.9449,-0.59038
0.037943,1.1403,1.9524,1.0296,0.86196,0.6105,-0.859,-1.4758,-1.4466,-1.4345,-0.33855,0.010651,-0.9759,0.083315
-0.17204,-0.66378,-1.6899,-2.7397,-2.7264,-3.3759,-2.2876,-0.49034,-0.23095,0.04479,2.2761,1.7734,-0.5393,0.39967
0.35212,-0.32233,0.39168,0.44778,1.0604,0.79094,0.16912,-0.048107,-0.17146,-0.60156,-0.72595,-0.85023,-0.37792,-0.37788
0.6456,0.33496,0.68285,0.68792,0.21489,-0.14118,-0.89627,0.00060134,-0.86728,-0.5796,-0.30798,1.78,-2.8573,0.58278
0.76999,1.1717,1.7649,1.3131,1.2845,0.69889,-0.019931,0.21872,-0.31055,-0.1896,-1.067,-1.474,-1.2466,0.17231
0.94066,-0.11073,-0.31463,-0.27761,-0.21801,0.28092,-1.0099,-1.4188,-1.2522,-0.33489,0.87448,0.30166,0.91234,0.20551
0.26994,-0.67206,-0.9429,-0.69672,-0.81964,-0.27298,-0.695,-0.93647,-1.5992,-0.72213,0.86536,1.7897,0.57966,0.098536
0.43189,0.79483,1.0868,0.35902,0.42926,0.20047,0.11105,-1.6072,-1.3036,-0.97817,-0.23839,2.5895,-4.1813,0.5986
-0.62602,-0.92336,-1.0174,0.10216,0.11678,0.85685,0.94924,0.56513,0.87833,0.14817,-0.045829,0.64179,1.6557,0.035353
-1.2569,-2.4054,-1.8994,-1.5664,-2.0983,-1.5903,-0.14339,1.425,0.82051,0.17312,0.82181,3.8116,-4.6046,-0.16176
0.34996,-0.70688,-0.12823,-1.0067,0.25244,0.6412,-0.030259,-0.071828,0.035735,-0.47007,-0.51632,-3.9581,-1.0356,0.12868
0.79956,1.1745,1.4627,0.97917,-0.36267,-0.36882,-0.14863,0.29489,-0.30926,-0.79806,-0.23346,0.35748,-0.3088,-0.65452
-0.015304,-0.42529,0.22095,0.30466,1.1027,1.7691,1.0701,1.4443,1.318,0.12103,-0.85974,-0.29662,1.7706,0.18505
0.93089,0.85336,1.5369,1.7662,1.3084,0.86542,0.51468,0.19696,-0.42972,-0.50527,-1.8705,-5.1403,0.038583,0.71117
-0.42653,-0.80007,-1.3544,-0.078631,0.8352,-0.5636,-0.042193,0.35093,0.19823,0.014755,-1.7511,0.71927,0.19651,-0.10379
-0.87112,-0.91499,-0.08267,-0.8206,-1.4062,-0.97335,-0.10922,1.0253,0.64788,-0.073837,-0.43931,1.5511,0.75521,0.24814
-1.9986,-1.5263,-1.5708,-0.99092,0.16882,0.37283,0.56977,0.15864,0.33381,1.5282,0.36521,-0.79705,0.29651,-0.02444
-0.71626,-0.37909,-0.40152,0.018053,0.55426,0.96814,1.0983,0.42911,1.4471,1.0777,-0.19418,-0.15434,1.4486,-0.2779
-0.79687,-1.0268,-0.65486,-0.96573,0.056541,0.14246,0.2119,0.35583,0.99814,-0.63679,-0.75368,-1.033,4.4085,0.53347
-1.1626,-0.74152,-1.0368,-1.1309,-1.3494,-1.0206,-0.048652,0.12595,-0.12678,-0.1404,0.25885,1.1199,-2.4039,0.64183
0.11237,-0.60304,-0.98871,-0.41734,-0.30015,-0.25374,-1.2442,-1.8313,-1.8493,-0.57026,1.1304,5.0132,3.9873,-0.152
1.4991,0.71405,0.25028,0.20761,0.67901,-0.54464,-1.0735,-0.6717,-1.0118,-0.31046,0.41607,-2.9993,-0.36485,0.24672
0.62985,1.3875,1.6324,1.6884,0.53324,0.52238,-0.21741,0.33494,0.019383,-1.1566,0.039071,-0.9904,-1.3261,-0.63958
1.2702,0.7829,1.5146,1.0868,0.54745,0.9557,1.5593,0.53482,0.55216,-0.81741,-0.44756,0.61919,0.90509,-0.06767
0.73085,1.4212,1.2533,1.3704,-0.057148,-0.68405,-0.21676,-0.8842,-0.66442,-0.06707,-0.85841,-0.88137,-1.4695,0.37001
0.20137,0.48027,0.45444,0.03835,-0.26323,-0.11293,0.29896,-0.253,-0.38097,-0.4642,-0.37748,2.1126,0.60767,0.58214
1.636,0.34674,-0.19968,0.16064,-0.099361,-0.80773,-0.27844,-0.46351,-1.096,-0.43339,0.69195,0.82628,1.7435,-0.59038
0.66215,0.56455,0.80828,0.11009,0.69384,1.2441,0.094692,-0.62235,-0.59934,-0.52722,-1.8,-2.1841,-3.3206,-0.66273
-0.38919,0.055304,0.75584,-0.36016,-1.0057,-0.89724,-1.1864,-1.1558,-1.2491,-0.50994,0.10336,1.3002,0.31619,0
1.2464,1.5978,0.37699,-0.97102,-0.45969,-0.73351,-1.4087,-1.1177,-0.64978,0.082734,1.525,2.0235,4.1962,0.33391
-0.030625,-0.92361,-1.4596,-1.5464,-2.5196,-2.6457,-3.178,-1.0907,-1.3578,-0.44918,2.5861,5.1068,-3.7036,-0.33976
-0.045234,-1.0283,-0.83922,-0.88166,-0.66674,0.55788,0.31437,0.84383,0.17641,-0.16472,-0.44995,2.2418,2.2617,-0.13963
0.3424,-0.10071,-0.16214,0.30908,0.50094,0.50932,0.76432,0.73598,0.365,-0.77015,-0.29902,2.9036,-4.206,0.28204
0.045453,0.045342,-0.020625,0.17821,-0.42887,-1.5193,-1.6588,-0.63016,-0.69983,-0.40677,0.059768,-1.9881,0.27709,0.58829
0.29847,0.15763,0.6453,-0.12722,-1.2521,-1.7458,-0.85979,-0.698,0.059298,-0.61393,-0.63671,-3.0151,0.75386,0.53145
0.98104,0.53245,1.3892,0.73829,1.2031,1.072,0.92956,1.0864,-0.64168,0.07945,-1.4608,1.6289,1.0073,0.11946
-0.34914,-0.61469,-0.038749,-0.71706,-1.3197,-1.0351,-1.0255,-0.10214,1.1377,0.053582,0.22403,1.0849,2.5735,0.60323
-0.17791,-0.84841,-0.46845,-0.52092,-0.88262,-0.2986,0.32561,0.85824,0.187,0.58029,-0.025578,1.1699,4.4477,-0.13963
