Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Output
0.3968,-0.28218,-0.32831,0.77323,0.70249,0.45637,0.81735,0.087022,-0.36874,-0.8171,-0.72673,-0.8088,-2.5101,-1.1108
0.34403,0.47799,0.59128,0.1889,0.851,0.30845,0.065649,0.58399,-1.0553,-0.68009,-0.15205,-1.4678,-1.0202,-1.1108
0.51167,1.0413,0.56715,0.26672,1.4115,2.0886,2.0253,2.7503,1.4924,1.0146,-2.7012,-1.8976,-2.0828,0.81921
-0.90814,-0.82502,-1.5514,-1.5822,-1.1895,-1.3207,-0.99451,-0.34986,0.38406,0.04249,1.2089,0.1943,-0.093637,-0.029864
-1.2812,-1.4659,-1.5416,-1.4562,-1.3478,-1.0002,-1.0581,-0.8768,-0.072197,0.8594,1.0196,2.2931,-2.174,-0.15623
0.8414,1.7101,1.268,0.89589,-0.1842,-1.5608,-0.44267,0.42507,0.11821,-0.32718,2.4596,4.5266,3.4163,-0.014479
1.0507,1.894,1.8728,1.3119,1.6692,0.71881,0.33673,0.49095,-0.69238,-0.42809,0.75362,-0.078834,-2.0967,-0.3073
-0.2581,0.2518,0.086039,-0.048286,0.36666,0.10731,-1.2027,-1.333,-1.1424,0.046712,0.45391,1.1726,0.15783,-0.76394
1.6844,0.64255,1.5284,0.70625,1.119,0.78397,0.43673,-0.13724,-0.87063,-0.6386,-1.4544,1.1328,-2.4598,0.51732
0.77095,0.6584,0.097237,0.24118,-0.67408,-0.25082,0.15973,-0.27502,-1.114,-0.51008,0.51206,0.68092,-1.5081,-0.18606
-0.10453,-1.2169,-0.0019415,-0.024201,-0.20492,0.32019,0.87712,0.51996,0.50515,-0.28751,0.04623,-1.8324,-0.90094,-0.065974
-0.09471,-0.53274,-0.16562,-0.66149,0.11515,0.37483,0.61822,0.57457,-0.4354,-0.19122,0.20303,3.3795,0.58697,0.077322
-0.70792,0.73683,-0.60054,-1.3276,-1.6074,-2.2298,-2.3786,-1.1959,-0.4319,-0.10064,0.9272,-2.965,-0.70396,-0.27544
-1.5901,-1.3671,-0.81623,-0.96982,0.36723,1.2983,0.99167,1.582,3.0525,3.0719,-1.0808,1.5481,2.2746,0.79881
0.64717,1.2755,1.5632,2.0061,1.9775,1.8705,-0.76591,0.054958,-0.047114,0.15948,0.92595,4.3511,0.33771,-0.18241
-1.5858,-1.4818,-0.64948,-0.51237,-0.30632,1.1455,0.21415,0.80006,1.6721,2.3889,-0.1867,-0.45063,-2.2003,-0.39637
-1.2466,-0.9687,-1.2429,-0.95544,-0.37108,0.13982,1.5506,1.7888,2.9302,3.7357,-0.55112,2.3375,0.12148,0.74127
-1.3542,-1.3317,-1.6001,-0.45845,-1.2547,-0.28441,-1.0689,-0.85961,-0.31772,-0.06937,0.69773,-0.055261,-2.0174,-0.014479
-0.10042,-0.6645,-0.4479,-1.7263,-1.2058,-0.49545,1.6109,1.103,1.3466,-0.039749,0.66847,-1.0376,2.7694,0
-0.92782,-0.70819,-0.39412,0.38978,0.28503,0.10775,0.29535,0.40226,-0.25252,-0.022344,0.10058,3.3388,0.06574,0.29755
-0.24902,0.42814,0.056892,-0.036678,-0.34084,-0.39243,-1.0231,-1.2192,-0.75081,-0.37857,0.93857,2.4302,-0.10741,-0.82288
1.0876,1.2703,1.2112,0.4414,-0.034381,-0.37111,1.0141,-0.43577,-0.33449,-0.68291,-0.4139,-0.34708,-2.3927,0
1.3279,0.99685,0.8057,0.95342,1.0764,0.25065,0.89293,-0.36329,-0.24965,-0.60409,-1.1228,0.15423,-4.602,0.19457
1.197,0.81407,0.30173,0.73603,0.9307,1.3922,0.37504,-0.96923,-0.15736,-0.074618,-1.1423,-0.2261,-0.15464,0.3415
0.28015,0.4423,0.69162,0.71459,0.31353,-0.23104,-0.37223,-1.8471,-0.74021,0.22728,0.080614,1.8976,-0.85014,-1.2302
1.8321,1.5072,2.0146,2.0364,1.6208,0.94654,0.013784,-0.89349,-0.49554,-0.16804,-1.9613,-1.4908,-3.1677,-1.13E-14
0.22234,0.62955,0.88323,0.77017,1.0021,0.57848,-0.68869,0.044738,0.066404,-0.1296,1.3685,-0.0088283,1.2011,-0.19689
-0.40905,-0.32679,0.019048,0.84569,1.4883,1.7819,0.058588,-0.10551,-0.45529,-0.86139,-0.26283,-1.8707,0.33129,0.5632
0.53862,2.0654,1.1658,0.54336,-1.1185,-1.4504,-1.3975,-0.74103,-0.70615,-1.0254,0.631,-0.30057,-0.66322,-1.2563
-0.25524,0.68474,0.33771,0.29841,-0.77815,-1.9036,-1.2014,-1.5802,-1.2925,-0.66218,1.1575,-2.7294,-1.2044,-0.87274
0.66281,0.90148,0.10067,0.24611,1.0217,1.0794,0.31704,-0.55187,-0.35307,-0.25365,-0.92517,0.8095,-0.45564,-0.37383
1.3028,2.1277,1.4369,0.99502,0.55993,-0.6315,0.71244,-0.11132,-0.61137,-0.98473,-0.37375,3.2191,0.10279,0.23826
0.26765,-0.74226,-0.28453,0.14743,-0.22026,-0.95793,0.4263,0.98703,0.91774,-0.2255,-0.015194,0.18856,-2.1334,-0.6006
1.335,1.1284,0.91092,0.72807,1.3182,0.77086,0.093303,-1.0208,-0.95741,-0.50602,-0.74514,0.27465,1.8014,-0.022523
0.57416,0.91993,0.63269,0.28542,0.79048,0.81669,0.54026,-0.0044707,0.036607,-0.056969,-1.0968,-3.637,-0.41656,-0.27452
-0.63128,-0.86418,-0.69612,-0.16842,0.12173,-0.55254,0.52308,-0.15194,0.11231,0.055439,0.51543,2.7048,0.70491,-0.11788
-0.57143,-0.50974,-0.59746,-0.58495,-1.4206,-1.11,0.50965,0.76908,0.82352,-0.36874,0.13797,3.1158,-0.81107,0.91077
0.30936,-0.35967,0.011652,0.071768,0.045279,0.31431,0.70051,0.54894,0.3766,-0.14182,-0.16661,-0.6603,0.29414,-0.065974
-0.10785,-1.0459,-0.062935,0.194,-0.56827,0.69383,1.5754,1.0999,0.066273,-0.030577,-0.28092,0.95121,0.43978,1
0.5088,1.4737,1.2527,0.59101,-2.0749,-1.7996,-2.229,-1.4902,-1.201,-0.70324,1.1876,3.8821,2.2006,-0.48364
2.2296,1.3647,2.1843,2.1357,1.6789,0.89651,-0.14841,-1.0349,-0.68139,-0.9752,-1.88,-2.8902,-8.4678,-0.37951
-0.55413,-1.4248,-0.61419,-0.82879,-0.24102,0.74681,0.32493,0.78708,0.045139,-0.33802,-0.074606,1.2768,3.4935,0
-0.57492,-0.63258,0.038461,-0.11384,0.30969,-0.022954,0.92449,0.54875,0.8986,0.41802,-0.28156,-2.1294,1.4481,-0.16272
0.16925,-0.48959,-1.0474,-0.4904,-0.80031,-0.95624,-1.3348,-1.2983,-1.0976,-0.29055,1.3796,2.6722,-1.3517,-0.80855
1.33,0.38287,0.34335,0.73426,0.89554,-0.20792,-0.041129,-0.46457,0.33954,0.18896,-0.019249,0.67991,-0.54571,-0.33835
1.4139,1.1575,0.46664,1.2619,1.1934,0.49984,0.084862,-0.56547,-0.80482,-0.82335,-1.0415,-3.5725,-1.4957,0.63924
-0.7624,-0.77004,-0.46151,-0.66974,-0.46044,-0.51269,-1.0418,-1.0753,-1.2974,-0.70523,1.7608,2.586,-2.3231,-0.9516
-0.69456,-0.28909,-1.2762,-0.98266,-0.22541,-1.073,-1.2509,-0.4686,-0.98294,-0.24969,1.5791,3.3303,-1.9482,0.29828
-0.42706,-0.74875,-1.2089,-0.56092,0.11645,0.27343,0.15043,-0.34041,0.46007,-0.33013,-0.86804,-3.5855,-1.7189,-0.22263
-2.6793,-1.9366,-1.5615,-1.4667,-1.1532,-0.58784,2.1815,2.5751,3.7087,4.5274,0.50715,2.0121,2.6912,0.22858
0.1355,0.29048,-0.17771,1.0539,0.25896,0.84853,0.37708,-0.015715,-0.30526,-0.46959,0.12726,-2.0218,2.4145,-0.31837
1.2132,1.3155,1.683,1.0602,0.18606,-0.12947,0.27147,2.5475,2.2909,0.82344,-1.0056,-2.8843,-4.7936,0
-0.24312,0.75781,0.43981,0.56785,0.2849,-0.12936,-0.94627,-1.7052,-0.98615,-0.6047,0.21417,-1.0799,-3.3887,-0.92084
1.2672,0.48474,1.1041,0.79612,0.60875,0.51397,0.19683,-0.87166,0.21976,-0.044841,-0.79077,-1.798,-3.0283,0.57985
1.3309,1.7118,2.1529,1.7742,-0.27885,-1.2279,-0.7623,-0.61393,-0.18335,0.27544,-1.3181,-1.9275,-0.55986,-0.022325
-0.60424,-0.21808,-0.12356,0.48347,-0.3582,0.33119,2.2893,1.693,-0.29398,-0.58362,0.75912,2.7259,1.3777,1.13E-14
1.5297,0.6483,0.79373,0.82258,0.68731,1.0936,0.22911,-0.78868,-0.27507,-1.2005,-0.56143,-4.3023,0.9594,0
0.043999,-0.46396,-0.20232,0.092099,0.70047,0.55644,0.80202,-0.069034,-1.1668,-0.61312,0.45483,-2.4825,1.1136,-0.52421
0.79415,0.13071,0.34256,1.1331,0.6661,1.1048,1.2526,0.16438,-0.17641,-1.1447,-1.1066,-2.0772,-3.6631,0.41445
0.079597,-0.47061,-0.28669,-0.029069,-0.04162,0.69765,0.79256,0.48244,-0.10124,-0.14352,0.85106,0.94299,0.23189,-0.091131
-1.1447,-1.3544,-1.0279,0.13863,0.13911,1.261,0.61751,1.9244,2.0438,2.1765,-1.3425,-2.2764,0.79188,-0.39637
0.7438,0.27554,0.24628,0.49249,-0.12598,0.29101,1.3101,0.71401,-0.70914,-0.64156,-0.041862,1.2856,-2.4217,-0.27272
-1.1476,-0.94524,-1.784,-2.4695,-2.2111,-2.4895,-1.2641,-0.53058,-0.043247,0.03886,2.5096,3.7142,-2.3904,-0.4693
0.39398,-0.3937,-0.17958,-0.88766,-0.40348,-0.41753,-0.57969,-0.46261,-0.45867,-0.77906,0.89919,1.4531,-0.55303,0.26842
0.52293,1.0481,0.18528,0.38157,0.36884,0.44895,0.39336,-0.20137,0.57474,0.56738,-1.2583,-0.30013,-0.23161,-0.022325
-0.17957,-0.15773,0.12857,0.57129,0.54283,1.1589,1.0239,1.012,-0.047823,-0.9125,-0.11879,2.2048,2.2261,0.41018
0.68726,0.09569,-0.080771,-0.024501,-1.4864,-0.58128,0.75401,0.50639,-0.22301,-0.58509,-0.20985,-2.8946,-1.7145,0.043688
1.2016,1.0946,1.0767,1.6989,-0.95003,-1.5272,-1.1238,-1.2888,-1.3609,-1.3023,-0.86494,-0.87708,-1.9553,-0.4001
1.1954,0.9889,1.0828,0.989,0.8168,0.93697,1.2675,0.31843,0.079906,-0.79916,0.13255,0.14021,-0.19508,0.084269
0.5037,-0.33224,0.13784,0.52551,0.86384,0.54223,0.0061587,-0.38487,0.05034,0.13379,-0.7109,3.0357,1.8523,0.23051
1.6316,1.51,1.7935,1.2027,-0.31818,-0.24889,-0.18746,-1.1834,-0.97083,-0.27679,-0.40954,0.13966,3.0019,-0.022523
0.32073,1.1748,0.80208,0.53935,0.11652,-1.1608,-1.0781,-1.2557,-1.2247,-0.78676,0.56824,-0.36651,1.8212,0
-0.42025,-0.27872,-0.87305,-1.6929,-2.5478,-1.6377,-2.6446,0.0075292,0.034546,0.39245,1.6449,2.3127,-2.6697,-0.34059
-0.56187,0.28768,-0.77179,-0.85867,0.062072,0.17716,-1.1566,-1.5554,-1.3489,-0.5468,1.2383,4.4434,0.71104,-0.53211
0.95962,0.90197,0.36147,0.67507,0.61875,0.93422,0.36137,0.44884,-0.49252,-0.78889,-1.7821,-1.4998,-1.9619,0.59556
1.1989,0.20868,0.78484,0.96448,0.73944,0.50185,0.47512,-0.10753,-0.53793,-0.32674,-1.0331,-1.8103,-1.629,0.017596
0.39712,-0.73789,-0.53171,0.083991,-0.5282,0.27803,1.5486,2.3312,0.48187,-0.004751,0.17393,3.0787,-3.2974,-0.28971
0.19139,-0.9381,-0.55349,-0.35296,-0.18813,0.24098,0.41738,0.26579,-0.22007,-0.88859,0.46315,3.1962,0.52497,-1.13E-14
0.31273,0.32007,-0.41363,-0.95018,-0.98959,-1.2623,-2.1387,-1.3401,-0.37382,-0.47802,0.82603,-0.65365,1.2129,0
-2.2928,-1.1838,-2.4464,-2.9747,-3.683,-3.0632,-2.0344,-0.40856,-0.15921,-0.024398,2.3059,4.5418,-8.4567,0.26842
-0.032746,-1.2213,-0.42331,-0.45433,-0.91996,0.047179,2.0884,1.2037,0.64065,-0.51472,0.58309,1.185,0.9094,0.60876
1.0328,1.2346,0.91279,0.74314,1.8969,2.1162,0.77622,1.5538,1.8955,0.9511,-2.6881,-1.9321,-2.5471,0.81921
1.0797,0.33633,0.051856,0.29557,0.089759,0.49522,-0.35047,0.088692,-0.62218,-0.42912,-0.85802,-0.93021,-1.575,0.2899
-0.28831,0.63031,0.79041,0.69383,0.95182,1.4766,0.1732,0.11576,0.043886,-0.31954,1.0031,-0.75612,-1.7265,-0.18241
1.1109,1.178,0.17852,0.8168,0.95485,0.27406,-0.74224,-1.0911,0.11283,-0.33316,-0.59924,0.90776,1.022,-0.32884
-0.32454,0.43932,-0.26998,-1.0298,-1.4971,-0.46066,0.68543,0.39297,-0.033663,0.045255,-0.33223,0.944,-1.5571,0.22372
-0.66764,-0.7298,-1.0804,-1.5306,-1.3989,-0.37955,1.0523,0.97778,0.7475,0.70775,0.14629,2.2968,-3.3708,-0.6006
-0.42717,0.27105,-0.14867,-0.41576,-1.3566,-1.3037,-2.0431,-0.47043,-0.60218,-0.45343,-0.44449,2.3998,0.956,0
1.0107,1.1599,0.63355,1.1606,-0.09067,-0.00078728,0.098824,-0.18017,0.00010989,-0.39522,-0.57641,-0.70225,-2.2181,0.6368
-0.55228,0.051497,0.32195,0.32274,0.66507,0.48507,0.90907,0.33586,-0.50471,-0.64159,-0.37548,1.4338,1.4853,0.17122
0.23753,-0.18655,0.14677,-0.64071,-0.1044,0.81934,1.0018,0.45557,-0.88738,-1.0502,-0.42517,0.57147,-1.1251,-0.12632
0.24326,1.6508,1.8977,2.0393,2.4612,2.6827,0.19197,-0.43568,-0.47499,-0.83884,-2.2132,-3.0751,1.8435,0.87172
0.088998,-0.40639,-0.042198,-0.32202,0.56823,0.90846,0.090598,-0.19341,-0.62911,-0.87426,-0.60239,-1.8439,-1.6367,-0.013809
-0.83727,-0.41908,-0.53061,0.35262,1.2308,1.0231,0.98272,0.15387,-0.89322,-0.4082,0.071814,-0.84855,0.86005,-0.62496
-0.89702,-1.0553,0.059004,0.42162,0.14302,0.64533,0.3895,0.67676,0.039229,-0.21483,-0.5649,0.30311,-0.5206,0.23051
0.57403,0.16267,-0.51782,0.32883,0.90859,0.5665,-0.5833,-1.1812,-0.83247,-0.21734,-0.23253,-1.3333,-1.1941,-1.2016
0.018578,-0.74227,0.22351,0.27621,0.29011,0.75167,0.23713,-0.19304,-0.11151,-0.81053,-0.5195,-0.0027235,1.1431,-0.63587
1.1003,0.52539,1.6335,1.3585,-0.25353,-1.0319,-0.31986,-0.9978,0.61233,-0.2707,-0.0055675,-0.76096,0.033333,-0.4001
0.95356,1.5617,1.4845,0.40784,-0.61202,-1.4708,-0.14986,0.80518,0.92937,0.28599,1.0464,-1.3741,1.0144,0.11041
-0.56363,-0.95132,-1.0395,-0.058346,-0.18396,0.61678,0.46291,0.24152,-0.23059,-0.80807,-0.75262,-2.0746,1.1054,0.44394
1.1388,-0.77716,-0.46444,0.1256,0.24786,0.64346,0.037425,-0.95284,-0.38218,-0.28819,-0.49811,-0.33855,1.1998,-0.060642
0.77352,0.67099,-0.50795,-1.2685,-1.9185,-1.9811,-0.55016,-0.24797,0.42915,1.3069,-0.6336,-0.032229,-2.9925,-0.033414
1.6433,2.273,1.6822,0.87826,-0.98501,-1.7852,-1.3489,-2.3418,-1.704,-1.0751,0.46891,-2.9439,0.33925,-0.56336
0.50933,-0.074713,-0.60229,-0.27213,-0.4819,-0.8135,-1.9875,-1.6998,-0.94761,-0.86833,0.62935,-2.2773,1.8681,-0.19901
0.69809,0.87376,0.92662,0.4225,0.21369,-0.86685,-1.0564,-1.2323,-1.3979,-0.14699,-0.29172,-2.0817,-1.8214,-0.87019
1.2137,0.66088,0.39987,1.0563,0.55623,1.5109,1.2552,0.11689,-0.68036,-0.26485,-0.87204,1.5615,-0.74133,0
0.98804,0.81741,0.77114,0.033123,0.84186,0.50537,0.09546,0.23292,-0.049819,-0.17811,-1.1718,-2.8577,-2.6721,0.14693
0.33363,-0.26269,-0.46317,-0.37066,0.39543,0.57544,0.74209,-0.12659,0.015281,-0.42698,-0.38181,1.8256,0.4337,0.29955
-1.2075,-1.7045,-1.1272,-0.52337,0.22067,0.6559,0.35453,0.33528,0.67244,2.0551,-0.74632,1.482,1.8289,0.79178
0.40563,0.50641,0.63452,-0.026249,0.35701,-0.32148,-0.82339,-1.3872,-1.1636,-0.35759,0.66265,-2.1694,1.5595,-0.38514
0.057215,-0.87882,-0.20335,-0.2605,0.1891,1.6376,1.3768,0.95255,-0.045099,0.1829,-0.46727,-1.2,-2.4151,-0.60667
1.7069,1.3468,0.42865,0.781,0.38946,0.56446,-0.76361,-0.95921,-1.1076,-0.7453,-0.46995,-0.017013,-1.8056,-0.32884
-1.3626,-0.53402,-1.3961,-1.5662,-2.3066,-1.8453,-1.3692,-0.15566,-0.49269,0.059355,1.8406,-0.11024,-4.3121,-0.014479
0.26778,-0.57961,-0.61956,-0.1029,0.36445,0.42442,0.14922,-0.30306,0.18073,-0.44815,-0.67772,-5.5648,-0.56905,0.62212
-1.5029,-0.93443,-1.7808,-0.69416,-1.1954,-0.61726,1.3292,1.1964,0.16477,-0.15926,0.50732,0.45935,-0.01862,-0.091131
0.29987,-0.42787,-0.13528,0.067481,0.069338,0.57159,0.35616,0.98345,-0.35087,-0.26122,-0.94647,-1.8682,-2.8411,0.59819
-1.0108,0.10115,-0.13247,-1.1999,-1.7974,-3.0052,-2.8766,-1.3623,-0.861,-0.37775,2.2548,1.5868,-2.2352,-0.87942
-0.54703,-0.1078,-0.33975,-0.63362,-0.21244,0.11536,-0.89806,-1.0458,-0.67221,-0.757,0.774,-0.40403,1.0768,-0.67394
1.7331,1.021,0.89881,0.4305,0.68891,-0.056896,-0.48047,-0.98361,0.22036,0.38182,-0.46603,1.5029,-3.6447,-0.33835
-0.57015,-1.3609,-1.9431,-1.7777,-2.6805,-2.3539,-2.5894,-1.9716,-0.42382,-0.22093,2.5021,0.65003,-1.9865,-0.48364
-0.085341,-0.72334,0.32761,0.13434,-0.64282,-0.26371,-0.86771,-1.8524,-1.3056,-1.0508,0.36555,0.91171,-0.90207,-1.1002
-0.67412,-0.70515,-0.14715,-0.14378,0.6181,0.73308,1.0021,-0.33223,-0.10814,-0.88722,0.24375,-1.5261,0.2064,-0.29755
-1.9347,-1.2592,-0.96007,-0.58932,0.019008,0.51156,0.91777,2.0648,3.428,4.0929,0.16448,0.25773,-0.418,0.34744
1.3001,1.9232,1.5873,1.9144,0.96712,0.49627,-0.30967,-1.3811,-1.7936,-0.83536,-1.5329,-1.1412,-0.86626,-0.4001
0.60752,0.068415,-0.063223,0.35861,0.9411,-0.11982,-0.77865,-1.0189,-1.0398,-0.11894,0.1601,2.6963,-1.4311,-0.041633
-0.81659,0.06484,-0.14407,-1.8327,-2.6782,-2.0196,-1.2713,-0.54454,0.54073,0.53748,1.5785,2.7987,1.2238,0.26842
-1.0214,-1.1709,-1.5626,-1.3948,-1.5609,-0.7782,1.2195,1.5726,1.3453,-0.44404,0.86007,0.74323,2.3693,-0.57027
0.5715,1.4344,1.1944,0.48975,0.55839,0.18348,-0.97031,-1.2345,-1.6122,-1.0881,0.3646,-1.2655,0.20407,-1.1069
0.47192,1.7891,1.1627,1.5305,0.54674,-0.63293,-0.79876,-1.6951,-1.974,-1.2462,0.8406,2.314,0.12535,-1.2302
-0.54942,-0.69526,-1.7292,-1.2885,-0.69526,-1.5333,-0.62964,-0.34485,-0.20118,0.15711,1.3738,-1.4436,1.776,0
-0.14377,-0.38098,0.0016932,0.26218,0.40348,0.95003,1.3119,0.32852,0.9971,-0.10956,-0.56874,-5.2227,-1.7165,0
-0.29054,-1.2615,-0.73928,-0.34431,-0.10914,0.41366,1.5221,1.3506,0.57883,-0.38548,-0.35948,3.098,2.7267,0.10598
1.7209,1.5668,1.5848,1.2242,1.2286,0.88392,0.53199,-0.35523,-0.53939,-0.92755,-0.79762,-4.4851,1.753,0.26145
1.3108,1.4798,1.234,2.1589,0.98372,1.3049,1.3705,2.2965,2.1815,0.93015,-2.7637,-2.115,-1.6723,0.43578
-0.61008,-1.0402,-1.1942,-0.96417,-0.40874,-1.1423,-0.89432,-0.28932,-0.68304,-0.5842,1.4772,5.7501,-0.82809,0
1.3684,1.0171,0.14238,0.21169,1.4129,1.2927,0.034393,-0.22289,-0.40597,-0.12324,-0.9631,-0.52519,-1.8507,-0.27452
1.8741,1.6384,1.4031,1.663,1.3254,1.7945,1.3308,-0.75937,-0.0029045,-0.68312,-0.032434,-0.14637,-2.887,0.37584
0.65073,0.81467,1.1169,1.9095,1.5734,1.0399,0.69832,0.30561,0.25133,0.41301,-0.87175,1.5968,-2.6667,-0.18241
1.2424,1.457,1.4289,0.46059,0.73707,0.66437,0.10824,-0.57822,-0.5984,-0.25908,-0.89761,-1.2384,0.031125,-0.022523
-0.16402,-0.035423,0.03877,-0.066078,-0.63559,-1.1323,-1.6084,-1.5531,-0.73931,-0.6458,1.8337,1.5414,0.22486,-0.65232
-0.37796,-1.0158,-0.98304,-0.81374,-1.3353,-0.22172,1.3411,2.2883,2.2215,2.3714,-0.52818,0.68707,0.91541,0.22858
-1.5272,-0.67783,-1.3686,-1.3135,-0.32141,-0.47354,-1.7286,-1.4807,-0.74786,-0.45743,1.8245,0.88671,-5.249,-0.48364
0.17065,1.4339,1.4992,0.97672,0.11799,0.32377,0.514,1.0224,0.3655,0.28558,-1.3572,-1.4876,-0.42001,0.65143
-0.35145,0.43477,-2.0184,-1.025,-0.90018,-1.1841,-1.3367,-0.64684,-0.76533,-0.0085166,0.47997,-0.62747,-3.8129,-0.35425
1.3568,1.7949,1.9723,2.0284,2.5247,1.7833,0.39866,0.20169,-0.14258,-0.70618,-2.5575,-1.3182,0.62132,0.87742
0.42053,0.67183,0.44847,-0.32006,-1.9694,-0.87486,-1.3665,-0.92541,-1.3775,-0.66137,1.1318,0.28538,0.60359,-0.74938
-1.4523,-1.1147,-1.4091,-1.1123,-1.1687,-1.1356,-1.667,-0.064011,0.10316,0.29381,1.3139,2.2557,-0.96587,-0.25539
-2.1883,-1.7906,-2.247,-2.3576,-1.6498,-0.82775,1.0457,1.2117,2.0052,2.8561,0.81637,-1.0445,-1.3285,0.74127
-0.065186,-0.27952,-1.3796,-1.9994,-2.44,-2.8395,-1.8019,-0.59341,-0.94133,-0.49239,1.3667,1.7137,0.87426,-0.28273
2.1292,2.2427,2.4203,2.5357,0.6465,0.96914,0.37735,-0.18296,-0.21114,-0.12777,-2.4262,-1.4789,-2.0717,-0.022325
-0.23441,-0.46256,-0.2756,-0.069794,-0.27422,-0.012078,1.3693,0.87349,-0.53436,-0.26746,-0.0081448,3.4091,-0.77359,-1.13E-14
0.092833,0.99389,0.19185,0.64765,-1.0578,-0.75957,-0.48533,-1.3014,-0.43605,-0.046936,-0.2047,-1.6116,-3.6449,0.18778
0.72077,-0.14559,0.0103,-0.14307,0.49046,0.59263,-0.14045,-0.5113,-0.48767,-0.67692,-0.21534,1.6204,-0.33311,-0.35131
0.58523,0.14313,0.34449,0.37872,1.0676,1.2627,1.0941,0.0050345,-0.28859,-0.27937,-0.75148,-0.68934,-3.8603,0.25237
