Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Output
-0.87014,-1.2911,-0.71516,-0.072033,0.44003,0.93938,1.6326,1.9982,2.5466,3.8191,-0.50955,1.8944,-0.18567,-0.7408
-0.074077,-0.2722,0.12379,-0.40623,-0.17903,-0.16586,0.3249,-0.34735,0.11877,-0.55243,0.051291,-0.09019,0.89141,-0.28719
1.1322,-0.19028,0.33756,0.3194,0.95279,0.75657,0.70544,1.0739,0.27334,-0.078507,0.45694,-1.7353,-1.7486,0.10015
-0.1536,-0.7702,-1.052,-0.92194,-0.61503,0.35332,0.66117,0.65961,1.3679,-0.17436,-0.52034,1.2704,0.32598,0.25037
0.13431,-0.39515,-1.4649,-2.2158,-2.7221,-3.1747,-2.8037,-1.4762,-0.88527,0.24598,2.7289,2.4639,1.1088,0.038292
0.70413,0.64476,1.3348,0.32454,0.87481,0.11704,-0.69475,-1.0699,-1.3539,-0.58248,-0.22309,0.11628,-2.6828,0.010309
0.64738,0.17989,0.12151,0.0031147,0.54555,0.33705,-0.099361,0.017805,-0.019644,-0.78684,-1.5198,-2.337,0.66662,-0.46834
2.2348,1.5024,1.9138,1.7528,1.6629,0.78837,0.12514,-0.92137,-1.3034,-0.57131,-1.454,-0.78192,-4.4118,0.032401
1.1805,1.4366,1.7022,2.1418,1.2395,1.5029,0.89639,0.41567,0.33259,-0.28295,-3.1677,-5.8325,-1.9854,0.20913
0.5903,0.96971,0.86953,1.0585,0.90664,0.83465,0.18731,-0.6578,-1.1885,-0.19175,-0.47233,-1.0388,1.7184,0.26215
1.7323,1.2,1.5418,1.4822,1.896,1.3276,1.3852,0.39372,-0.21493,-0.31469,0.28242,0.6116,3.7082,0.064554
-0.90366,-0.07139,0.31624,0.58735,0.76527,0.6063,1.3908,1.1512,1.3198,3.7795,0.30915,-0.032873,-2.1445,-0.43741
0.85693,-0.37896,-0.87552,-0.47993,-0.57662,-0.51035,-1.0543,-1.1565,-1.7169,-0.42584,1.2441,-2.7736,-0.089351,0.038292
0.85618,1.0261,1.0253,0.5083,0.093638,0.62331,-0.60692,-1.3937,-1.644,-0.32544,0.021413,2.9488,2.1901,-0.050074
-0.56527,-1.2555,-1.6714,-1.0132,-0.57415,-0.60116,0.021471,0.52768,-0.1383,0.30047,-0.81223,0.51533,1.4104,-0.24595
-0.27714,0.098135,-0.44644,-0.43396,-0.48801,-0.51479,-1.0608,-0.8403,-1.6415,-0.66654,0.46349,-0.35119,1.8416,0.025037
-1.4528,-0.66538,0.27512,-0.18908,-0.25619,0.092242,0.69682,-0.27626,-0.25728,-0.52937,0.048722,2.7635,1.4588,0.31222
0.37434,-0.29165,-0.35445,-0.33971,-0.49688,-0.18579,-0.63667,-0.90362,-1.8491,-0.2318,0.24352,-1.0191,-2.0735,-0.12666
-0.60078,-1.3523,-0.34892,-0.43371,0.1903,0.68667,-0.11374,-0.0050069,0.59913,-0.23977,-0.84897,-2.4364,4.3679,0.63476
-1.5872,-1.4969,-1.4103,-0.67441,0.41838,0.33934,0.42223,0.072691,0.32264,0.14781,0.35365,0.16577,-0.51414,0.1944
0.075561,-0.42004,-1.5981,-2.2124,-1.849,-2.7445,-3.1846,-1.0472,-1.438,0.04827,1.9863,5.5529,-0.44214,-0.047128
1.0724,0.21275,-0.22617,-1.0744,0.41772,0.16482,-0.68559,-1.4426,-1.4334,-0.50952,0.94752,2.6964,1.8576,0.041237
1.0285,2.0268,1.2224,-0.75457,-0.47159,-0.27097,-1.1202,-1.2112,-0.47824,-0.10727,0.7983,1.7203,2.4006,0.098675
-0.62958,0.39097,0.29414,1.192,0.6397,0.74717,1.0893,0.54286,0.5017,0.3669,0.16754,-3.3648,1.1437,-0.16053
1.2604,0.98324,0.93331,0.65877,0.93222,0.61288,0.081944,-0.48976,0.25318,-0.57428,-1.1787,-3.0428,-3.5054,0.18262
0.35754,-0.5031,0.33194,-0.29972,-0.12034,0.94375,-0.16565,0.030808,-0.10532,-0.70572,-0.6893,0.48166,-0.52597,0.044183
1.2876,0.66477,0.89279,0.84736,1.0021,0.45244,0.16182,-0.47624,0.073445,-0.44396,-1.7627,-0.43564,-4.41,0
1.7197,1.3422,0.48845,-1.0398,-0.94009,-0.61361,-2.0829,-0.72529,-0.5538,-0.4243,1.8867,3.0396,3.4477,0.044183
0.13092,0.22102,0.53011,0.26539,0.17984,-0.43865,-0.017329,-0.049118,0.10984,-0.88124,-0.91014,-0.58013,-1.1693,0.13844
-0.9546,-0.81235,-0.56772,-0.1381,-0.17277,-0.48652,1.0445,2.9149,3.3417,3.9895,0.33537,2.5688,-0.70567,-0.79823
-0.83526,0.34715,0.78884,-0.63731,-1.623,-1.5193,-1.1444,0.49018,0.31002,0.005877,0.10014,0.70448,-0.35919,0.0044183
-1.0758,-1.001,-0.16904,-0.53114,-1.0533,-1.5317,-0.078303,0.3311,0.28032,-0.10657,-0.095588,-1.5611,-4.7441,0.025037
0.15897,0.28725,-0.40987,-0.44725,-0.16046,-0.13204,-1.159,-1.7655,-1.189,-0.55168,1.1519,1.5584,-0.63844,0
-1.09,-0.778,0.33822,0.20142,0.8399,1.0848,1.0004,1.0829,1.121,1.8102,-0.7824,1.1329,0.54726,0.55228
0.014813,-0.68265,-1.5057,-1.2189,-1.0645,-0.86043,-0.26756,-0.5155,-0.29337,-0.46318,0.23662,-2.9398,-1.0778,0.062492
-1.8315,-0.71469,-1.5505,-1.1217,0.016434,0.35505,0.38744,-0.64228,0.5125,2.5768,-0.053948,-1.0616,0.061711,0.41826
1.0402,1.3591,1.734,1.4611,0.26283,-1.1666,-1.2736,-1.9361,-1.6863,-0.8092,0.34829,4.2858,-0.91461,0.038292
0.84284,0.29595,-0.071593,0.41802,1.0573,-0.22931,0.36877,-0.20468,-0.018796,-0.16736,-1.6482,-4.1538,-0.88751,0.47717
0.98967,1.0925,0.95535,0.78826,1.03,0.81374,0.30083,-1.653,-1.6657,-0.51812,-2.0803,-0.57657,-4.6079,-0.27393
-0.82739,-1.2293,-1.2089,-0.4569,0.10346,0.37461,0.19141,0.49036,0.28005,-0.86833,-0.45954,-0.52459,0.73817,0.088365
1.6676,1.4199,1.5272,1.7631,1.7265,1.0233,1.5146,0.34355,-0.48505,0.046363,-0.13519,-2.528,3.4321,0.051005
0.35999,0.16098,0.12442,0.40967,0.32655,0.65661,0.20491,-0.51601,-0.31737,-0.46532,-0.92356,0.56141,3.0933,-0.29308
-1.5961,-1.7547,-1.8336,-2.0251,-2.0196,-1.8452,-0.20105,1.6931,0.67228,0.64522,0.52738,1.826,-2.284,0.041237
-0.58717,-1.1828,-1.7803,-0.47421,-0.49715,0.16124,-0.075621,0.29299,0.2721,-0.17537,-0.5256,-1.3115,0.35699,0.46834
0.0069246,0.58659,0.087515,-0.33343,-1.6335,-1.9489,-2.2267,-1.5674,-1.6348,-0.0048786,1.9061,1.4474,-1.4526,0.017673
0.014774,0.18945,0.7399,-0.72292,-1.1812,-1.0121,-0.71014,-0.49391,-0.094892,-0.71117,-0.5321,0.67857,-0.020931,-0.27393
1.1244,1.0553,1.3544,1.1055,0.87954,0.99418,0.19113,0.37901,-0.014731,-0.77088,-0.041944,-1.1444,-1.7303,0.42563
1.1566,0.36902,1.5554,0.54656,1.104,0.67279,0.25456,0.232,-0.34628,-0.57078,-1.269,-4.1092,-1.3145,-0.22533
0.82612,1.2632,0.19735,-0.59825,-0.50765,-0.65545,-1.3704,-1.2404,-0.92866,-0.34377,0.87787,1.8422,0.71279,0.057437
0.0906,-0.82238,0.4481,-0.09023,-0.035533,1.2614,0.8416,1.0175,0.39872,0.22433,-0.48025,2.4388,0.032498,0
1.4862,0.70516,1.0359,0.81399,0.066709,-0.59782,-1.0858,-0.90989,-1.5508,-0.54206,0.49895,2.4722,1.8706,-0.069219
-0.94129,-0.72176,-0.27906,-0.068902,0.71959,1.8683,1.6213,1.3987,2.1709,3.4546,-0.34787,1.5919,-1.2939,-0.35052
-1.7081,-0.72674,-1.0783,-0.48728,-1.0734,-0.69021,0.70521,0.54965,1.4759,-0.74003,0.82894,1.3691,-1.1649,0.2813
-0.1701,-0.21571,-0.38551,-0.74062,-0.7121,0.14547,-0.090665,-0.035929,0.022475,0.19888,-0.43913,5.0308,-3.4251,0
0.12075,-0.70939,-1.4145,-0.48933,-0.67373,-0.4181,-1.073,-1.7676,-1.1827,-0.68892,1.3598,1.7845,-2.1208,0.048601
1.5013,1.3927,1.7057,1.8884,0.43772,0.64712,-0.80627,-1.046,-1.7013,-1.0704,0.081541,-0.67259,0.23903,0.038292
1.1773,1.0291,1.438,1.7325,1.4117,1.0427,0.27867,0.27619,-0.098083,-0.0767,-1.5401,-2.9591,-2.2819,0.47717
0.83904,-0.29142,-0.58117,-0.59002,-0.65099,-0.38467,0.26713,-0.78817,-0.66344,-0.74246,0.34999,0.49459,-0.029121,0.067205
0.32319,0.38602,1.3501,1.029,-0.40208,-0.014984,-0.50086,0.41007,-0.35205,-0.32357,-0.16336,2.2148,0.2483,0.78498
-0.31921,-0.71319,-0.48254,-0.61696,-1.9284,-1.2304,-0.57743,-0.0784,1.1623,0.062269,-0.69064,-1.6093,-2.99,0.37113
1.2554,0.31767,-0.14594,-0.26656,0.028271,0.16032,0.47546,0.67494,-0.15318,-0.66427,-0.8047,1.5077,-2.4026,0.91163
-0.34529,0.1608,-0.046135,-0.12925,0.0043932,-0.089359,-0.63392,-0.78802,-1.221,-0.57829,0.25383,1.0416,3.748,0.04271
-1.3401,-1.2704,-1.1959,-1.1569,-0.027841,0.3154,0.65642,1.0206,1.1587,1.5618,0.18519,2.4538,0.73521,-0.023564
0.20309,0.62219,0.7246,-0.17888,-1.263,-1.6297,-1.0319,0.13154,0.34067,-0.86789,0.32791,-0.61951,-3.6179,-0.088365
-0.068387,-0.66691,-0.44544,-0.35167,0.37099,0.3546,0.26765,0.79127,-0.42897,-0.35221,-1.2435,-4.0454,1.7081,-0.12813
-0.724,-0.35466,0.17618,0.34011,1.0935,0.56628,1.2521,1.3275,0.75767,-0.046253,-0.29167,-1.5918,0.11049,-0.45361
1.5199,0.66327,0.085694,0.34472,0.0026348,-0.25984,-0.38812,-0.55614,-0.52198,-0.36941,0.6253,-1.7781,4.2719,0.067205
0.097703,-0.89241,-0.18993,-0.63948,0.31198,0.2623,0.4021,1.1186,0.7995,-0.020915,-0.41575,-2.0531,0.070046,-1.106
0.86872,0.69736,0.1017,-0.012183,-0.96593,-0.37871,-1.1965,-1.2821,-1.837,-0.9067,0.54012,-3.467,-1.691,0
1.4775,0.11757,-0.11137,-0.11481,-0.49619,-0.65924,-0.42409,-0.83283,-0.92837,-0.56351,0.7252,-0.2262,3.9557,0.062492
-0.52479,-0.6468,-0.31234,-0.05439,-0.71203,-1.0547,0.4401,0.74072,0.090807,0.04116,0.34946,0.14312,-0.79925,-0.80707
0.7128,0.93259,0.33715,-0.15428,-1.0547,-1.8028,-2.4192,-2.1965,-1.8637,-0.13153,1.3505,5.3338,-3.5823,-0.010309
0.55531,0.68239,0.49712,-0.14071,0.24761,0.1393,-0.55879,-1.7359,-1.7298,-1.122,0.52052,1.1302,5.0022,0.083947
-1.2103,-1.1375,-0.71548,-1.0776,-1.4527,-0.98877,-1.0394,-0.057616,0.7203,0.11451,1.0878,0.95337,-1.4861,-0.28719
-1.0101,-0.15442,-0.55394,0.08904,-0.90879,-1.0343,0.50679,1.97,1.5389,-0.065284,0.91676,0.1889,-2.0056,-0.41532
0.63509,0.87752,1.2857,0.99443,0.53668,0.026022,-0.69379,-1.2081,-0.68207,-0.63953,-1.3991,-1.2795,-0.97013,-0.25037
0.20081,2.5021,1.2719,-0.32123,-1.7308,-1.8687,-1.7257,-1.4521,-0.72868,-0.46338,1.4142,1.0511,2.0644,0.10162
-0.7503,0.1603,0.69762,0.1628,-0.29264,-0.53247,-1.1123,-1.2599,-0.99057,-0.95802,0.25829,0.35876,-1.1317,0.2489
-0.52628,-1.399,-1.1298,-1.2127,-0.89099,0.22606,-0.15043,-0.014313,0.012458,-0.25295,1.5865,0.23018,-2.5044,-0.11487
0.57546,0.43214,-0.026861,1.1804,0.9071,0.77838,0.83108,-0.22338,0.48602,-0.33759,-1.9191,-1.0744,1.4302,0.11782
-0.77705,-1.3337,-1.7403,-2.1466,-0.6786,0.13587,-0.83743,-0.75246,-1.2775,-0.81755,1.3829,-0.93511,-1.4963,-0.12666
-0.12873,-0.68885,-0.18242,0.47158,0.93305,0.54733,1.1772,1.3776,0.23537,0.089568,-0.55564,-0.4121,1.3108,-1.2268
-1.351,-0.68067,-0.28414,-1.3841,-2.1114,-0.93915,-0.39905,1.677,1.9634,0.25839,1.1367,-0.69923,2.0151,0.38881
0.45064,-0.74944,-1.2874,-1.0575,-0.94795,-0.45304,-0.61996,-0.49698,-1.3069,-0.49091,1.1928,1.4836,-0.68421,0.075158
0.10669,0.97165,0.1714,0.73698,-0.0043822,0.13972,-0.41517,-1.3561,-0.71812,-0.63977,0.41362,1.7437,1.4337,-0.011782
1.0931,0.17711,0.38293,0.5739,0.5953,0.11476,0.39806,-0.068899,-0.66598,-0.48361,-0.92703,-1.0928,-1.2334,0
1.5885,2.1096,1.6371,1.3462,1.1536,0.68955,0.44936,0.69792,-0.34275,-0.28541,1.0683,3.39,3.0267,0.073096
-0.46713,-0.19508,0.32963,0.34738,0.70367,-0.36673,0.45794,-0.55493,0.24428,-0.53022,-0.68207,-1.6666,-1.8365,-0.24595
0.49403,2.0631,2.5629,0.85241,-0.15935,-0.076118,-0.76113,-1.6488,-1.3984,-0.71002,0.41199,0.93647,0.33506,0.24153
0.10417,-0.0039135,0.91808,1.2861,1.7118,1.3067,1.4163,0.83908,1.0351,2.0754,-1.172,-0.47809,4.0404,0.27099
0.34599,-0.79332,0.29533,0.45899,0.22367,0.86295,0.12281,-0.595,0.20191,-0.63525,-0.71942,0.31247,-0.62457,0.49632
-0.68143,-1.2742,-0.8527,-0.14779,-1.3695,-0.66317,-0.5172,0.97748,0.60744,-0.62476,-0.32787,1.3893,2.4045,0.70398
-0.66956,-0.60705,-0.26572,0.10969,0.70083,0.060429,1.6244,1.9747,1.0305,0.61718,-0.63355,3.2032,-0.79325,-0.12077
-0.35151,-1.1118,-0.74245,-0.45612,-0.52716,-0.41278,0.17485,1.2746,1.1903,0.52174,0.63792,2.5925,-1.2055,0.053019
1.1059,0.63035,1.1122,1.2952,0.87355,0.89576,0.16937,0.41122,-0.57575,-0.24838,-1.3626,-0.87055,-1.8491,0.025037
-0.11002,0.53283,0.77167,0.96019,0.99919,0.91184,-0.33771,-1.2853,-1.3762,-0.28582,-0.29056,-2.7671,2.9361,0.089838
-0.13868,1.4048,0.65717,0.29938,-0.95962,-1.2026,-2.5967,-1.9346,-1.7138,-0.312,1.1794,3.2955,1.8608,0
-0.048747,-1.0287,-0.031905,0.70019,0.6277,1.0702,1.0418,0.9891,1.1727,-0.28866,-0.53921,-0.38941,-0.1572,0.088365
0.023393,0.25884,0.39579,0.31642,-0.33046,-0.78182,-0.086551,0.39828,0.4051,-0.62373,0.39831,0.80199,3.3124,0
0.89919,1.4889,1.2625,1.8223,0.72784,0.96298,-0.066514,-0.71991,-1.0688,-0.68413,-1.7597,0.82623,-2.4278,0.20029
1.1952,1.3107,1.4459,1.8071,1.4053,0.71207,-0.090902,-0.63802,-0.16199,-1.1015,-2.4396,-1.0401,-3.9314,-0.26951
0.4041,0.082166,1.2951,1.0383,0.53854,1.2064,0.33215,0.25431,0.96506,-0.37698,-1.1492,2.0465,-5.8263,0.25626
1.6869,1.8191,0.32803,-1.1719,-0.91621,-1.4795,-1.5474,-0.55934,-0.20765,0.14371,1.4895,2.471,3.0993,0.0044183
1.838,1.3094,0.97213,1.2277,1.7599,1.6168,1.3553,0.36162,-0.61776,-0.15081,0.71576,0.22382,5.0746,0.065438
-0.48637,-0.86924,-0.40552,-1.4541,-0.20334,-0.31301,-0.15189,0.15974,-0.54261,-0.54515,-0.65049,-1.3524,-2.2841,0.51252
-0.094047,-0.78288,-0.78703,-0.29515,-0.46804,0.10526,0.27484,0.58641,-0.26325,-0.29776,-0.23205,2.8524,3.074,-0.60236
-1.2996,-1.7554,-1.2467,-0.39418,0.41923,1.2342,1.0997,1.4488,2.557,4.3636,0.49115,3.0599,3.2441,-0.75405
0.8674,0.69944,1.246,1.3611,0.53427,0.71114,0.93165,0.31656,-0.30036,-0.11685,-1.4636,-0.85778,-3.3144,0.40353
-0.19884,0.52092,0.10949,0.046558,0.12547,0.10289,0.0027128,-0.38621,-0.5596,-0.22792,-0.54458,0.21206,5.5791,0.041237
-0.36937,0.44191,-0.048316,-0.31075,0.23374,-0.20868,0.17504,0.13789,-0.033134,-0.17045,-0.91779,-2.5311,2.1261,0.80854
-0.78201,-0.14522,-0.6262,0.82225,1.2188,1.1652,1.6697,2.1352,2.0294,0.49178,0.20521,1.5341,1.2065,-0.18115
-0.17399,-1.2409,-0.5921,-0.42917,0.18426,0.71076,0.80718,0.11508,1.0849,1.7338,-0.48452,2.2635,-0.85515,0.55228
-1.6937,-2.3895,-2.5444,-1.8418,-0.4358,0.33787,-0.15043,0.50683,0.73471,2.8055,0.76635,3.0607,0.5021,-0.3461
0.25881,-0.45897,-0.074344,0.004463,0.70001,0.45133,0.039307,-0.021699,-0.27468,-0.18163,-0.21658,3.8885,-2.9847,-0.31811
-0.33243,-0.46911,-0.47698,-0.040075,0.93415,1.2625,1.2801,0.22541,0.40014,-0.86195,-0.21261,0.094784,-1.3396,1
-0.5019,-1.2367,-1.456,-2.531,-3.1335,-2.5747,-2.1757,-0.70844,-0.14372,-0.085427,2.5881,3.5788,-2.7938,0.071034
-0.86388,-0.3943,-1.22,-0.44463,0.14638,0.21234,0.0028255,-0.014986,0.71159,-0.20773,-1.175,-3.3729,4.8999,0.2651
1.2508,0.77655,1.2118,0.70078,0.99913,0.82083,0.92014,1.0082,0.097214,-0.55465,-0.50206,-3.9428,0.35816,0.25037
-0.59126,-0.068415,-0.18811,0.59924,1.1433,1.6113,1.0806,0.84183,0.80522,0.45527,-0.53808,2.0566,1.3883,-0.16053
0.74906,1.6339,1.0433,0.84526,-0.83414,-1.278,-0.68854,0.0047156,-0.011862,0.14414,0.64172,1.5864,1.0367,0.051594
-0.53192,-0.78607,-0.84927,-0.12834,0.24503,1.1087,0.91853,0.46305,0.67632,-0.41807,-0.28532,-1.1774,3.7375,0.78498
-0.65073,-1.1472,-0.82631,-1.3629,-0.28353,-0.26242,0.053352,0.66546,0.15347,-0.073468,-0.35889,1.058,-0.51371,-0.12813
-0.12341,-0.50239,-0.68824,-0.70662,-0.62071,-0.19052,0.36982,1.0623,0.13123,0.049212,-0.70975,0.1996,-0.84602,-0.12813
-0.22887,-0.25042,-0.74728,-0.64209,-0.37452,-0.20415,-0.25941,0.5432,-0.14114,-0.50838,-0.5502,1.3331,-0.029038,0.76436
-1.2561,-0.5166,-0.029125,-0.084966,1.2707,0.65659,1.3567,1.1128,2.1149,3.1318,-0.6222,0.39015,3.6818,-0.44183
0.54939,0.51452,0.91672,0.7137,-0.3248,0.077085,-0.25756,-0.78039,-0.24093,-0.19323,0.63657,-1.2143,1.8079,-0.020619
0.17964,-0.68499,-0.58466,0.075732,0.31146,-0.1775,0.22847,-0.27565,-0.038023,-0.15646,-0.73558,-0.94818,-2.3384,-0.24595
0.71176,-0.32197,0.33055,0.6019,1.5081,0.49769,0.37688,0.46074,-0.20628,-1.4002,-0.89316,0.27787,-0.55337,0.52872
1.1239,0.94333,1.8062,1.1127,1.0712,0.1156,-0.43636,-0.26742,-0.13512,-0.93615,-1.9983,-2.5963,0.554,0.26804
-0.20484,0.11859,0.90815,0.090851,-0.70538,-1.2823,-1.0882,-0.20804,0.22827,-0.0059033,-0.43507,0.23398,0.63232,0.37113
-0.75944,0.57313,-0.056615,-0.59306,-2.3206,-2.5748,-2.4178,-1.4034,-1.5966,-0.62822,1.6084,5.1189,-4.8581,-0.011782
0.66799,0.22359,0.46977,0.59567,0.60605,0.10699,-0.31794,-1.2481,-0.49759,-0.54547,-1.3473,-2.2093,-0.83113,0.17526
-0.88719,-1.6362,-0.91627,-1.3296,-1.4372,-1.2174,-0.69891,0.88393,1.0461,0.50207,0.1096,2.5599,1.1689,-0.243
1.0273,-0.051631,-0.75622,-1.2659,-0.085571,-0.40262,-0.76686,-1.5404,-1.0146,-0.8935,0.9493,3.394,-3.3736,0.048601
0.58065,1.2665,1.4667,1.3551,1.364,1.1457,0.90018,-0.043081,-0.3931,-0.55482,-2.5356,-4.2682,-1.9425,0.14286
1.5953,1.6833,2.0106,1.9476,1.6871,1.904,1.0114,0.44869,-0.13477,-0.055214,-0.94283,0.1748,-4.7563,0.048943
0.68558,-0.2138,-0.83101,-0.82935,-0.28011,0.091981,-1.0547,-0.92875,-0.72095,-0.080697,1.0893,1.2328,-1.6391,-0.12666
1.0225,1.0931,0.97281,1.6625,0.54517,0.5734,-0.07588,-1.2301,-2.0129,-0.62807,-0.078769,-0.95579,1.3816,0.022091
-0.00069413,0.65761,-0.6408,-0.12699,-1.3765,-2.0244,-1.7377,-1.4922,-1.2529,-1.0143,0.56251,0.63932,2.1402,0.038292
-0.84536,-0.69871,-0.62035,-0.25475,0.81338,0.043557,0.76524,0.39573,0.11058,0.2979,-0.084988,-1.5187,-0.29405,-0.21355
1.0307,-0.63898,-0.48771,-0.70644,-0.41093,-0.063415,-0.63956,-0.72469,-0.4577,-0.11256,1.2764,-1.7038,2.5105,-0.069219
0.82126,0.75753,0.85487,0.68847,0.54094,0.54546,-0.31483,-1.2781,-1.8205,-0.45479,-0.11566,0.65794,-0.35458,0.057437
-1.8604,-1.9041,-1.9081,-1.7921,-1.5939,-1.0203,0.79156,2.2686,3.1159,1.5489,2.2981,0.038235,-6.1396,0
2.0733,3.1704,1.0661,0.30417,-0.47517,-1.2822,-1.094,-1.1396,-0.64903,-0.0099179,0.82957,2.2511,2.1014,0.086892
-2.0897,-1.7558,-0.99804,-1.0955,-0.21223,0.63134,1.0976,0.23462,0.47578,1.82,-0.38097,1.669,2.532,0.1944
-0.1643,0.50535,-1.3519,-4.1186,-4.0529,-2.7402,-3.0279,-1.2484,-0.71605,-0.28311,2.6208,2.6797,-1.2811,0.15611
